Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
07/27/2023,748.311 - Individual Standards Evaluated,Individual Standards Evaluated,No,08/17/2023,08/28/2023,Individual Standards Evaluated,Medium,Yes,"10 of 10 serious incident reports were reviewed and none documented the operation's address or phone number, or the child's date of admission as required.","10 of 10 serious incident reports were reviewed and none documented the operation's address or phone number, or the child's date of admission as required."
05/16/2023,748.1331(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/26/2023,06/12/2023,Individual Standards Evaluated,Medium Low,Yes,"During the inspection, two of six child files reviewed did not identify the level of observation required in the preliminary service plan.  ",This standard was reviewed and found to be compliant.
05/16/2023,748.833(a)(2) - Training and Professional Development,Training and Professional Development,No,05/26/2023,06/12/2023,F:Training and Professional Development,Medium,Yes,Three out of ten staff files reviewed were missing the signed policy related to reporting abuse and neglect.  ,This standard was reviewed and found to be compliant.
03/15/2023,748.1337(b)(1)(D)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/20/2023,04/19/2023,Individual Standards Evaluated,Medium High,Yes,In reviewing the Initial Service Plan there was no direction on supervision provided. ,Received a copy of the new form for Service Plan. An area has been added for High Risk Behaviors and instructions to staff. Mlayton 
02/21/2023,748.1003(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/27/2023,04/14/2023,Individual Standards Evaluated,Medium High,Yes,"During the investigation, documents reviewed show the census and staffing schedule show several days in February where the Hacienda unit was out of ratio.","An email from the operations LCCA, Glen Scruggs, was received stating the following :

Regarding 748.1003 (a) and 748.535 (3)(A)

I have addressed the staffing concerns with Program, Human Resources, and Nursing Directors.  Meridell is continuing to hire MHTs and Nursing staff so that we can develop a true PRN pool that is available when a staff member calls in sick or is scheduled to be out on PTO.  I just taught a New Employee Orientation Class that included 13 MHTs and 2 Nurses.  We have another New Employee Orientation Class that begins on 4/24 as well.  We plan on continuing to hire so that we always have a pool of staff ready when staffing needs change.  We are also reviewing shift hound daily to plug any areas of concern so that all shifts are covered and remain in ratio.  I am communicating with Program Director, Nursing, Human Resources, and CEO when any concerns are brought to my attention regarding potential ratio concerns so that they are addressed immediately to ensure that ratios and staffing patterns are maintained.
"
02/21/2023,748.930(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/14/2023,04/14/2023,Individual Standards Evaluated,Medium High,Yes,"7 of 8 direct care staff files pulled are missing 1 or all of the annual required trainings: Normalcy, Trauma Informed Care and EBI","An email from the operations LCCA, Glen Scruggs, was recieved and stated the following : Regarding 748.930 (b)(2)
All active staff have completed the required trainings.   Human Resources has created a monitoring schedule to ensure that these specific trainings are tracked so that employees do not lapse on their training.
"
02/21/2023,748.535(3)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/27/2023,04/14/2023,Individual Standards Evaluated,Medium High,Yes,"During the investigation, documents reviewed show the census and staffing schedule show several days in February where the Hacienda unit was out of ratio.","An email from the operations LCCA, Glen Scruggs, was received stating the following :

Regarding 748.1003 (a) and 748.535 (3)(A)

I have addressed the staffing concerns with Program, Human Resources, and Nursing Directors.  Meridell is continuing to hire MHTs and Nursing staff so that we can develop a true PRN pool that is available when a staff member calls in sick or is scheduled to be out on PTO.  I just taught a New Employee Orientation Class that included 13 MHTs and 2 Nurses.  We have another New Employee Orientation Class that begins on 4/24 as well.  We plan on continuing to hire so that we always have a pool of staff ready when staffing needs change.  We are also reviewing shift hound daily to plug any areas of concern so that all shifts are covered and remain in ratio.  I am communicating with Program Director, Nursing, Human Resources, and CEO when any concerns are brought to my attention regarding potential ratio concerns so that they are addressed immediately to ensure that ratios and staffing patterns are maintained.
"
01/24/2023,745.641 - Individual Standards Evaluated,Individual Standards Evaluated,No,01/26/2023,02/01/2023,Individual Standards Evaluated,High,Yes,"During the inspection, it was found that the Administrator doesn't have a background check under this operation.","The background check for the individual providing assistance from the sister company has been run under this operation.

On 2/3/23, the operation also emailed and reported their current process for running background checks for new hires is listed below. These steps are completed for ALL employees, contractors and anyone on the campus that has direct or indirect involvement with children:
	All employees are submitted through the Texas Health & Human Services Child Care Licensing (form that is filled out and submitted by HR attached) 
	They also use a standardized program, PreCheck, that verifies positive identification of the individual, maiden/alias search, employment verification, education verification, sex offender registry list, national criminal history, statewide criminal search, county level criminal history, and SanctionCheck screening (form outlining the process is attached) 
	PreCheck transport package is also submitted for anyone operating a vehicle or transporting children. 

They reported moving forward they will request background checks from facilities for any employees they share or will request new background checks."
12/06/2022,"748.1331(b)(4) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,12/16/2022,12/21/2022,"I:Admission, Service Planning, Discharge",Medium,Yes,Six out of six child records reviewed did not include issues that could escalate the child in cares behavior in the preliminary service plan.  ,"CEO provided the following plan: 
i.	Confirm with Director of Nursing (DON) where Crisis Safety Plan is documented in childs record 
ii.	Request medical records file document in Treatment Planning Tab 
iii.	Crisis Safety Plan includes patient identified behaviors  will be attached and filed to Initial Treatment Plan AND filed accordingly
iv.	Est completion January 18th, 2023 
"
12/06/2022,748.393(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/16/2022,12/21/2022,Individual Standards Evaluated,Medium High,Yes,Four out of ten child records did not list the known allergies or chronic conditions in a prominent place on the child file and one child record reviewed did not list a medication allergy.,"The CEO provided the following plan: i.	Admissions will continue to send emails with patients admitting to unit with information that includes any and all medication, food and other allergies included. Admitting nurse will verbally relay information, which will include all allergies including ones stated above, to the receiving/unit nurse. 
ii.	The admissions nurse or unit nurse with transcribe all allergies to the allergy chart sticker/indicator and place it on the bound side of the chart for quick reference. 
iii.	If no allergies are noted upon admission, NKDA will be indicated
iv.	This will be audited and noted during supervisory rounds which take place weekly by administration. If no allergy sticker is observed then the auditor will notify the unit nurse immediately and reported to the DON.
i.	Admissions will continue to send emails with patients admitting to unit with information that includes any and all medication, food and other allergies included. Admitting nurse will verbally relay information, which will include all allergies including ones stated above, to the receiving/unit nurse. 
ii.	The admissions nurse or unit nurse with transcribe all allergies to the allergy chart sticker/indicator and place it on the bound side of the chart for quick reference. 
iii.	If no allergies are noted upon admission, NKDA will be indicated
iv.	This will be audited and noted during supervisory rounds which take place weekly by administration. If no allergy sticker is observed then the auditor will notify the unit nurse immediately and reported to the DON.
"
12/06/2022,748.3365(b)(2) - Physical Site,Physical Site,No,12/16/2022,12/21/2022,P:Physical Site,Medium,Yes,Five  mattresses in seventeen rooms inspected had torn mattress and mattress covers. One of the mattresses was being used by a child and it was replaced at the time of inspection.,"CEO provided the following plan: 
i.	All mattresses on campus that had a tear in the mattress, or the cover have been replaced as of 12/21/22 with mattresses that fit the requirement of this standard. 
ii.	The Maintenance department will conduct monthly environment of care audits to ensure that all mattresses/covers are in good repair and will replace one if it does have a torn mattress/cover. 
"
12/06/2022,"748.1339(c) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,12/16/2022,12/21/2022,"I:Admission, Service Planning, Discharge",Low,Yes,Six out of six child records reviewed did not document an invitation for the parent or child to participate in the development of the service plan.,"Plan provided by CEO states te following:
i.	Create letter to invite families via email and notify of child inclusion in Staffing/ Treatment Plan Review 14 days prior to scheduled Staff meeting
ii.	Using the Master Treatment Plan, review schedule for each unit to identify what children are due for review
iii.	Therapists will be responsible for emailing letters to identified families by 14 day advance deadline  
iv.	Letter will be placed in child record as proof of invitation to include family and child in staffing and Treatment Plan Review
v.	Therapist will be responsible for notifying child of invitation and right to attend staffing and treatment planning review
vi.	Therapists will document on Treatment Team Staffing signature page if child and/or family refusal 
vii.	Est. completion January 18th, 2023
"
12/06/2022,"748.1337(b)(1)(D) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,12/16/2022,12/21/2022,"I:Admission, Service Planning, Discharge",Medium,Yes,Six out of six child records reviewed failed to incorporate individualized and specific goals or instructions to caregivers how to accomplish those goals.,"CEO provided the following plan: 
i.	On Master Treatment Plan, Therapists will include Parenting Strategies on every Treatment Plan. 
ii.	Therapist will meet with family during family therapy session to identify specific, individualized goals and interventions on how parent(s) will meet the need of the child
iii.	Est completion January 18th, 2023 
"
12/06/2022,"748.1437(1) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,12/16/2022,12/21/2022,"I:Admission, Service Planning, Discharge",Medium Low,Yes,Four out of four discharged child records reviewed failed to include the circumstance of the discharge.,"The CEO provided RC with a plan noting the following:
Modify Discharge Summary to include text box and/or check boxes identifying circumstances of discharge (e.g. safety concerns, discharge status, recommendations for level of care, specific changes to living environment, treatment providers, community care providers, support systems)                                                     ii.           Medical Records manager to modify Discharge Summary PDF accordingly                                                   iii.           Discharge Summary will be filed in Discharge Tab of the child record                                                  iv.           Est completion January 18th  202"
12/06/2022,"748.1341(a) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,12/16/2022,12/21/2022,"I:Admission, Service Planning, Discharge",Low,Yes,Six out of six child files reviewed did not have documentation showing two weeks advance notice to the parents for the initial service plan. ,"CEO provided the following plan:
i.	Change 10-day requirement for Master Treatment Plan staff meeting to 14 days and conduct Master Treatment Plan Review at time of 14-day staff meeting  
ii.	Letter of invitation will be provided in person or via email to parent or family of child within 24 hour period of admission 
iii.	Est completion January 18th, 2023 
"
12/06/2022,748.3391(a) - Physical Site,Physical Site,No,12/16/2022,12/30/2022,P:Physical Site,Medium High,Yes,During the inspection thirteen out of sixteen bathrooms had mildew.,This concern has been resolved.
10/11/2022,748.1003(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/30/2022,11/22/2022,Individual Standards Evaluated,Medium High,Yes,"During the investigation, it was determined the operation was not in compliance in regard to ratio on numerous occasions the last month and a half. Specifically, the operation was out of compliance 19 times out of a 16 day time period. ",The CEO emailed the safety plan that was put in place regarding lowering capacity temporarily and having all staff trained prior working on the floor.  The email included their decision not to administratively review the findings at this time.
10/11/2022,748.1011 - Individual Standards Evaluated,Individual Standards Evaluated,No,11/30/2022,11/22/2022,Individual Standards Evaluated,Medium High,Yes,"During the investigation, it was determined the operation was using unqualified employees as caregivers on the unit due to staffing shortages. These employees were not properly trained in SAMA, normalcy, and/or trauma informed care. 8 staff training records were reviewed. 6 out of 8 records did not have proper SAMA training, 2 out of 8 records did not have normalcy training, and 3 out of 8 records did not have TIC training. 

",The CEO emailed the safety plan that was put in place regarding lowering capacity temporarily and having all staff trained prior working on the floor.  The email included their decision not to administratively review the findings at this time.
10/11/2022,748.949(b)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/30/2022,11/22/2022,Individual Standards Evaluated,Medium Low,Yes,"3 of 5 staff's certificates submitted for review, specifically in regard to SAMA, did not have the trainers' qualifications documented.",The CEO emailed the safety plan that was put in place regarding lowering capacity temporarily and having all staff trained prior working on the floor.  The email included their decision not to administratively review the findings at this time.
09/12/2022,748.1003(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/14/2022,10/21/2022,Individual Standards Evaluated,Medium High,Yes,"During the course of the investigation, it was determined that caregivers are not following the child/caregiver ratio expectations on a regular basis.  It was noted 1-2 caregivers are left to supervise up to 17 children. ",RCCR Inspector Stockton spoke with the Administrator about the ratio concerns.  The Administrator acknowledged the concerns around ratio and provided a written plan email discussed the staffing needs which includes the placement acceptance rate at this time.
08/30/2022,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/02/2022,12/06/2022,Individual Standards Evaluated,High,Yes,"During the course of the investigation, it was determined a child in care was physically abused by a caregiver when he was choked.",The operation handled this situation appropriately and are responsible for ensuring parent notification is complete within 10 days of being notified that a caregiver has an RTB.
08/30/2022,748.113(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/02/2022,12/02/2022,Individual Standards Evaluated,Medium High,Yes,"During the course of the investigation, it was determined that caregivers reported they were unsure how to handle the emergency situation and did not have proper training.  ","The operation (CEO) has sent a plan to ensure caregivers are trained in EBI and all other required trainings prior working directly with children in care.  Specifically, the CEO indicated staff would be trained as caregivers regardless of their title.  

An in person follow up was also completed on 12/6/22 and the CEO indicated both verbally and via email that he would not be seeking an administrative review for this citation. "
07/12/2022,748.303(a)(11)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/15/2022,07/14/2022,Individual Standards Evaluated,Medium,Yes,"A child in care tested positive for a communicable disease on 7/10/22, the illness was not reported until 7/12/2022.",Administrator stated the are adding a check box to call the hotline to their COVID reports so that in the event that he is not present as in this case the staff will know to call. 
06/03/2022,748.303(a)(2)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/09/2022,08/04/2022,Individual Standards Evaluated,Medium High,Yes,During the course of the investigation it was determined an incident requiring medical attention was not reported timely. ,Received email from Douglas Flannery (Compliance Manager/Administrator) stating they had failed to report timely and now have all nurses sign an attestment that states the protocol for reporting to the hotline and how to report. MLayton 
05/28/2022,748.1101(b)(4)(A)(vii) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/11/2022,06/29/2022,Individual Standards Evaluated,Medium High,Yes,"During the investigation it was made known that a staff member calls the children in care ""tubby tubby"" and ""ugly"". ",The staff involved was given a written warning as a corrective action and it was placed in the staffs record. 
03/17/2022,748.3365(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/20/2022,06/20/2022,Individual Standards Evaluated,Medium,Yes,Based on preponderance there is evidence that children have slept on the hall floor on an unelevated mattress. ,"Director of risk management sent an email stating they were ""Researching the purchase of a safe product to have available on each unit in the event a patient meets the criteria for increased supervision at night."" Inspector sought clarification to see if he was referring to some sort of cot, he replied with that was correct and that it is hard to find a safe, storable, option.  "
03/11/2022,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,04/01/2022,,Individual Standards Evaluated,Medium High,Yes,It was discovered during investigation a staff member shoved a child in care during a verbal discussion. The video footage showed the incident to be valid. Compliance was completed at time of inspection.,
01/17/2022,748.1531(d) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/16/2022,03/22/2022,Individual Standards Evaluated,Medium High,No,A child in care was to receive follow-up within 1 week from 1.16.22. No follow-up was completed. ,"Additional follow up info received 3/31/22
Mr. Flannery stated if this happens again they will schedule the follow up and incur the cost.

Operation sent the following plan
This is a very uncommon situation.  Usually guardians are very cooperative with us when coordinating any type of appointment. We did diligently make several attempts to get the orthopedic appointment scheduled.  
Going forward,

Leadership will assure that contact notes will be added to the medical record to document attempts to collaborate with guardians regarding appointment.   In cases where guardians are resistant, we will have documentation of our attempts and barriers.   
"
12/27/2021,748.303(a)(10)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/14/2022,02/14/2022,Individual Standards Evaluated,Medium,No,"When reviewing documents, it was determined that at least one child tested positive for COVID and was not called in on time. ",Doug Flannery emailed me and let me know that they provided education to all nursing staff regarding reporting and created a call tree of reporting to assure all reports were timely.
09/07/2021,748.303(a)(2)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/23/2021,09/13/2021,Individual Standards Evaluated,Medium High,Yes,It was determined that a child in care had a fractured hand on 9/3/2021. This was not reported to RCCR until 9/7/2021.,Upper management addressed this standard with the staff member involved. There also will be a in-service training addressing reporting standards.
08/23/2021,748.2455(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/12/2021,10/12/2021,Individual Standards Evaluated,Medium High,Yes,The video of this incident showed that a caregiver got in a child's face for about 18 seconds and did not make any attempts to de-escalate the situation. The child also had stopped the destructive behavior when the caregiver walked into the room so the EBI use may not have been necessary.,The staff member involved in this investigation was terminated prior to DFPS initiating this investigation.
08/23/2021,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/08/2021,10/12/2021,Individual Standards Evaluated,High,Yes,"A staff member was observed on video to swing and hit a child in care multiple times, wrestled with the child and placed the child in an improper restraint where the child appeared to be knocked to the ground and have the staff member's arm across their neck.",The staff member involved in this investigation was terminated prior to DFPS initiating the case.
08/23/2021,748.2551(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/12/2021,10/12/2021,Individual Standards Evaluated,Medium High,Yes,A caregiver was observed on video using an improper restraint that was not a permitted technique allowed by the operation.,The staff member involved in this investigation was terminated prior to DFPS initiating the investigation.
08/23/2021,748.685(a)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/20/2021,10/20/2021,Individual Standards Evaluated,High,Yes,Several nurses were observed on video to not intervene when a child was placed in a supine hold and when another caregiver was hitting a child. They also did not continuously observe the child during the restraint to ensure safety and were observed leaving the room multiple times leaving the escalated caregiver alone with the child.,"The following response was received from the operation:
At Meridell Achievement Center we run a medical model where there is a nurse for each unit on each shift who is in charge of that shift. All nurses at Meridell will be retrained to ensure they know the proper procedure for intervening in situations where staff are escalated, or safety protocols are not adhered to. They will all sign an acknowledgement to this effect.
An unsigned copy of the aforementioned acknowledgement was provided."
08/23/2021,748.2605(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/12/2021,10/12/2021,Individual Standards Evaluated,High,Yes,A caregiver was observed on video placing a child in care in a supine restraint that lasted over 4 minutes.,The staff member involved in this investigation was terminated prior to DFPS initiating the investigation.
06/09/2021,748.2101(2) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,09/03/2021,,Individual Standards Evaluated,High,Yes,The medication room door was broken and staff did not ensure it was properly closed and a child was able to enter the room and obtain and ingest OTC medication.,
02/24/2021,748.2151(d) - Medication,Medication,No,03/03/2021,04/13/2021,L:Medication,Medium High,Yes,Multiple medication logs were reviewed and they did not contain accurate medication counts.,The operation applied for a variance for this standard as they have been on the waiting list for a electronic medication system that counts medication.
02/24/2021,748.3239(b) - Safety and Emergency Practices,Safety and Emergency Practices,No,03/10/2021,04/13/2021,O:Safety and Emergency Practices,Medium,Yes,No severe weather drills have been conducted since June 2020. Minimum standards require one to be done every six months.,The operation sent an email on 3/5/2021 stating a process has been put in place to ensure these drills are completed every 6 months.
11/04/2020,748.2463(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/15/2021,03/17/2021,Individual Standards Evaluated,Medium High,Yes,It was observed on video and staff reported dragging a child out of the room when they refused to move. There were no immediate safety hazards observed and the child appeared to be sitting calmly and was not moving around.,The staff member involved in the inappropriate restraint had their employment terminated by the operation. The other staff who were witnesses to the incident were given written warnings and retrained on the operation's policies and minimum standards for utilizing any EBI.
11/04/2020,748.2551(c)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/15/2021,03/17/2021,Individual Standards Evaluated,High,Yes,A staff member was observed on video using excessive force on a child who was not showing resistance. ,The staff member involved in the inappropriate restraint had their employment terminated by the operation. The other staff who were witnesses to the incident were given written warnings and retrained on the operation's policies and minimum standards for utilizing any EBI.
11/04/2020,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,03/08/2021,,Individual Standards Evaluated,High,Yes,"A caregiver was observed on video performing a restraint that was without due cause and using unnecessary force including using the arm to pin the child's head to a desk, putting the child forcefully on the floor and holding the child down.",
11/04/2020,748.2455(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/15/2021,03/17/2021,Individual Standards Evaluated,Medium High,Yes,A staff member was observed on video camera putting a child into a restraint when there was not an emergency situation.,The staff member involved in the inappropriate restraint had their employment terminated by the operation. The other staff who were witnesses to the incident were given written warnings and retrained on the operation's policies and minimum standards for utilizing any EBI.
11/04/2020,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/18/2021,01/14/2021,Individual Standards Evaluated,Medium High,Yes,"Interview with staff, child in care and video recording all confirm that the staff member pushed the child in  care into the seclusion room. ",Operation stated that they placed the employee off schedule until the employee was retrained in SAMA with an emphasis on self-control and prudent judgement. 
09/25/2020,748.303(a)(2)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/19/2020,10/08/2020,Individual Standards Evaluated,Medium High,No,The operation staff failed to report to licensing in a timely manner. ,Operation stated that they will retrain staff to ensure they are aware of the time frames in which a serious incident needs to be reported. 
