id,name,city,state,country,status,facility_page
10313,"Walt’s Home for Young Men",Bakersfield,CA,"United States",Open,https://kidsoverprofits.org/facility/walt-s-home-for-young-men-ca/
10314,"Warner Mountain School at Bar B Ranch","Fort Bidwell",CA,"United States",Open,
10315,"West Children’s Home","Los Angeles",CA,"United States",Open,https://kidsoverprofits.org/facility/west-children-s-home-ca/
10317,"William F. James Boys Ranch","Morgan Hill",CA,"United States",Open,
10318,"Willow Hills Wellness for Teens LLC","Lake Mathews",CA,"United States",Open,
10319,"Yolo County Juvenile Hall",Woodland,CA,"United States",Open,
10320,"Your First Step – Advent Group Ministries Gateway Home","San Martin",CA,"United States",Open,
10321,"Your House South","Redwood City",CA,"United States",Closed,
10322,"Youth Quest Inc.",Bakersfield,CA,"United States",Open,
10323,"Youth Quest Inc. for Girls",Bakersfield,CA,"United States",Open,https://kidsoverprofits.org/facility/youth-quest-inc-for-girls-ca/
10324,"Yuba County Juvenile Hall",Marysville,CA,"United States",Open,
10325,"Zoe Home for Youth",", Building A & B Acton",CA,"United States",Open,https://kidsoverprofits.org/facility/zoe-home-for-youth-ca/
10326,"Ettie Lee Homes - Diamond L. Ranch",,CA,"United States",Open,https://kidsoverprofits.org/facility/ettie-lee-homes-diamond-l-ranch-ca/
10327,"Open Line - The Oaks",Redding,CA,"United States",Open,https://kidsoverprofits.org/facility/open-line-the-oaks-ca/
10328,"Open Line - Woodcliff",Redding,CA,"United States",Open,https://kidsoverprofits.org/facility/open-line-woodcliff-ca/
10329,"Lamar House – Sunnyvale, CA",,CA,"United States",Open,
10330,"Victor Treatment Center - Romberger House",,CA,"United States",Open,
10331,"Vista Del Mar Child and Family Services STRTP","Los Angeles",CA,"United States",Open,
10332,"Boys Republic Laws Cottage STRTP",,CA,"United States",Open,
10333,"Discovery Academy",Provo,UT,"United States",Closed,https://kidsoverprofits.org/facility/discovery-academy-ut/
10336,"Oxbow Academy","Mt. Pleasant",UT,"United States",Open,https://kidsoverprofits.org/facility/oxbow-academy-ut/
10337,"OASIS Ascent",Millcreek,UT,"United States",Open,https://kidsoverprofits.org/facility/oasis-ascent-ut/
10338,"RedCliff Ascent",Enterprise,UT,"United States",Open,https://kidsoverprofits.org/facility/redcliff-ascent-ut/
10339,"ThreePeaks Ascent",Enterprise,UT,"United States",Open,https://kidsoverprofits.org/facility/threepeaks-ascent-ut/
10341,"La Europa Academy",Murray,UT,"United States",Open,https://kidsoverprofits.org/facility/la-europa-academy-ut/
10342,"Kolob Canyon RTC","New Harmony",UT,"United States",Open,https://kidsoverprofits.org/facility/kolob-canyon-rtc-ut/
10343,"Moonridge Academy","Cedar City",UT,"United States",Open,https://kidsoverprofits.org/facility/moonridge-academy-ut/
10344,"Turn-About Ranch",Escalante,UT,"United States",Transferred,https://kidsoverprofits.org/facility/turn-about-ranch-ut/
10345,"Youth Care of Utah",Draper,UT,"United States",Open,https://kidsoverprofits.org/facility/youth-care-of-utah-ut/
10346,"Aspen Institute for Behavioral Assessment",Syracuse,UT,"United States",Transferred,https://kidsoverprofits.org/facility/aspen-institute-for-behavioral-assessment-ut/
10347,"Aspen Ranch",Loa,UT,"United States",Closed,https://kidsoverprofits.org/facility/aspen-ranch-ut/
10348,"Island View RTC",Syracuse,UT,"United States",Transferred,https://kidsoverprofits.org/facility/island-view-rtc-ut/
10349,"Oakley School",Oakley,UT,"United States",Closed,https://kidsoverprofits.org/facility/oakley-school-ut/
10350,"Outback Therapeutic Expeditions",Lehi,UT,"United States",Closed,https://kidsoverprofits.org/facility/outback-therapeutic-expeditions-ut/
10351,"Passages to Recovery",Loa,UT,"United States",Closed,https://kidsoverprofits.org/facility/passages-to-recovery-ut/
10352,"Pine Ridge Academy",Draper,UT,"United States",Closed,https://kidsoverprofits.org/facility/pine-ridge-academy-ut/
10353,"New Haven RTC","Saratoga Springs",UT,"United States",Open,https://kidsoverprofits.org/facility/new-haven-rtc-ut/
10354,"Embark at Hobble Creek",Springville,UT,"United States",Open,https://kidsoverprofits.org/facility/embark-at-hobble-creek-ut/
10355,"Discover Seven Stars",Syracuse,UT,"United States",Open,https://kidsoverprofits.org/facility/discover-seven-stars-ut/
10357,"New Focus Academy","Heber City",UT,"United States",Open,https://kidsoverprofits.org/facility/new-focus-academy-ut/
10358,"ROOTS Transition","Park City",UT,"United States",Open,https://kidsoverprofits.org/facility/roots-transition-ut/
10360,"Uinta Academy",Wellsville,UT,"United States",Open,https://kidsoverprofits.org/facility/uinta-academy-ut/
10362,"Wingate Wilderness Therapy",Kanab,UT,"United States",Closed,https://kidsoverprofits.org/facility/wingate-wilderness-therapy-ut/
10365,"KIDS of Greater Salt Lake","South Salt Lake",UT,"United States",Closed,https://kidsoverprofits.org/facility/kids-of-greater-salt-lake-ut/
10366,"Newport Academy – Oakley",Oakley,UT,"United States",Unknown,https://kidsoverprofits.org/facility/newport-academy-oakley-ut/
10367,"Mount Pleasant Academy","Mount Pleasant",UT,"United States",Closed,https://kidsoverprofits.org/facility/mount-pleasant-academy-ut/
10368,"Red Rock Canyon School","St. George",UT,"United States",Closed,https://kidsoverprofits.org/facility/red-rock-canyon-school-ut/
10369,"180 Ministries for Girls",Tooele,UT,"United States",Unknown,https://kidsoverprofits.org/facility/180-ministries-for-girls-ut/
10372,"Cross Creek Center","La Verkin",UT,"United States",Closed,https://kidsoverprofits.org/facility/cross-creek-center-ut/
10373,"Cross Creek Manor","La Verkin",UT,"United States",Closed,https://kidsoverprofits.org/facility/cross-creek-manor-ut/
10374,"Linden House","St. George",UT,"United States",Closed,https://kidsoverprofits.org/facility/linden-house-ut/
10376,"Gateway Academy",,UT,"United States",Unknown,https://kidsoverprofits.org/facility/gateway-academy-ut/
10378,"Abundant Life Academy",Kanab,UT,"United States",Closed,https://kidsoverprofits.org/facility/abundant-life-academy-ut/
10379,"Academy at Canyon Creek",Springville,UT,"United States",Closed,https://kidsoverprofits.org/facility/academy-at-canyon-creek-ut/
10380,"Academy of Eastern Arizona","Cedar City",UT,"United States",Closed,https://kidsoverprofits.org/facility/academy-of-eastern-arizona-ut/
10381,"Alliance Youth Services",Lehi,UT,"United States",Open,https://kidsoverprofits.org/facility/alliance-youth-services-ut/
10382,"Alpine Academy",Erda,UT,"United States",Open,https://kidsoverprofits.org/facility/alpine-academy-ut/
10383,"Alternative Youth Adventures of Utah",Loa,UT,"United States",Closed,
10384,"Apex Youth Services","Brigham City",UT,"United States",Closed,https://kidsoverprofits.org/facility/apex-youth-services-ut/
10385,"Ascent Country Residential",Mona,UT,"United States",Closed,
10386,"Ascent Inc.",Enterprise,UT,"United States",Open,
10387,"Ascent, Inc. – Discovery Ranch for Girls","Cedar City",UT,"United States",Open,
10388,"Ashcreek Ranch Academy",Toquerville,UT,"United States",Closed,https://kidsoverprofits.org/facility/ashcreek-ranch-academy-ut/
10390,"Aspiro Group Inc.","Mount Pleasant",UT,"United States",Open,
10391,"Aspiro Wilderness Adventure Therapy",Sandy,UT,"United States",Closed,https://kidsoverprofits.org/facility/aspiro-wilderness-adventure-therapy-ut/
10392,"Avalon Hills Eating Disorder Program",Paradise,UT,"United States",Open,
10393,"Bear River RTC","Brigham City",UT,"United States",Closed,
10394,"Behavioral Health",Fairview,UT,"United States",Open,
10395,"Benchmark Behavioral Health Systems","Woods Cross",UT,"United States",Open,
10396,"Blue Hills Residential Treatment, LLC",Moroni,UT,"United States",Open,https://kidsoverprofits.org/facility/blue-hills-residential-treatment-llc-ut/
10397,"Blue Peak Academy for Young Women",Koosharem,UT,"United States",Open,
10398,"Boulder Outdoor Survival School",Boulder,UT,"United States",Closed,
10399,"Bridges – Lotts’ Legacy Youth Program",Escalante,UT,"United States",Closed,
10400,"Brightway Adolescent Hospital","St. George",UT,"United States",Closed,https://kidsoverprofits.org/facility/brightway-adolescent-hospital-ut/
10401,"Bryce Canyon Academy",Parowan,UT,"United States",Closed,
10402,"Cache Valley Youth Center",Logan,UT,"United States",Open,
10403,"Canyon River Ranch",Ogden,UT,"United States",Closed,https://kidsoverprofits.org/facility/canyon-river-ranch-ut/
10404,"Canyonlands Youth Center",Blanding,UT,"United States",Open,
10405,"Cascade Academy",Midway,UT,"United States",Open,
10406,"Castle Country Youth Center",Price,UT,"United States",Open,
10407,"Catalyst Residential Treatment Center – Grey House","Brigham City",UT,"United States",Open,
10408,"Catalyst Residential Treatment Center – Red","Brigham City",UT,"United States",Open,
10409,"Cedar Breaks Academy",Parowan,UT,"United States",Closed,https://kidsoverprofits.org/facility/cedar-breaks-academy-ut/
10410,"Cedar Ridge Academy",Roosevelt,UT,"United States",Closed,https://kidsoverprofits.org/facility/cedar-ridge-academy-ut/
10411,"Cedar Valley Ranch","Cedar City",UT,"United States",Open,
10412,"Center for Change Residential Eating Disorder Treatment Center",Orem,UT,"United States",Open,https://kidsoverprofits.org/facility/center-for-change-residential-eating-disorder-treatment-center-ut/
10413,"Central Utah Youth Center",Richfield,UT,"United States",Open,
10414,"CERTS – Kolob Canyon Residential Treatment Center","New Harmony",UT,"United States",Open,https://kidsoverprofits.org/facility/certs-kolob-canyon-residential-treatment-center-ut/
10415,"CERTS – Moonridge Academy","Cedar City",UT,"United States",Open,https://kidsoverprofits.org/facility/certs-moonridge-academy-ut/
10416,"Challenger Foundation","Kane County",UT,"United States",Closed,https://kidsoverprofits.org/facility/challenger-foundation-ut/
10417,"Cinnamon Hills Youth Crisis Center","Saint George",UT,"United States",Open,https://kidsoverprofits.org/facility/cinnamon-hills-youth-crisis-center-ut/
10418,"Compass Academy 1",Moroni,UT,"United States",Open,https://kidsoverprofits.org/facility/compass-academy-1-ut/
10419,"Cottonwood Treatment Center","South Salt Lake",UT,"United States",Closed,https://kidsoverprofits.org/facility/cottonwood-treatment-center-ut/
10420,"Cross Creek Programs","La Verkin",UT,"United States",Closed,https://kidsoverprofits.org/facility/cross-creek-programs-ut/
10421,"Crossroads Academy RTC",Ogden,UT,"United States",Open,https://kidsoverprofits.org/facility/crossroads-academy-rtc-ut/
10422,"Daniels Academy","Heber City",UT,"United States",Closed,https://kidsoverprofits.org/facility/daniels-academy-ut/
10423,"Davis Behavioral Health – AMRC",Kaysville,UT,"United States",Open,
10424,"Decker Lake Youth Center","West Valley City",UT,"United States",Open,
10425,"Diamond Ranch Academy",Hurricane,UT,"United States",Closed,https://kidsoverprofits.org/facility/diamond-ranch-academy-ut/
10426,"Discovery Connections",Orem,UT,"United States",Open,https://kidsoverprofits.org/facility/discovery-connections-ut/
10428,"Eagle Academy",Clearfield,UT,"United States",Open,
10429,"Eagle Quest Outdoor Youth Program",Nephi,UT,"United States",Open,
10430,"Eagle Ranch Academy","Saint George",UT,"United States",Open,https://kidsoverprofits.org/facility/eagle-ranch-academy-ut/
10431,"Eagle Valley Youth Ranch",Topic,UT,"United States",Closed,
10432,"Elements Wilderness Program",Huntington,UT,"United States",Open,
10434,"Equine Journeys LLC",Loa,UT,"United States",Open,https://kidsoverprofits.org/facility/equine-journeys-llc-ut/
10435,"Eva Carlston Academy – Covecrest House","Salt Lake City",UT,"United States",Open,https://kidsoverprofits.org/facility/eva-carlston-academy-covecrest-house-ut/
10436,"Eva Carlston Academy – Draper House","Salt Lake City",UT,"United States",Open,
10437,"Eva Carlston Academy – Main House","Salt Lake City",UT,"United States",Open,https://kidsoverprofits.org/facility/eva-carlston-academy-main-house-ut/
10439,"Extended Family Services","Spanish Fork",UT,"United States",Open,
10440,"Family Connection Center Inc – Open Doors Social Services",Clearfield,UT,"United States",Open,
10441,"Family Support Center of Ogden",Ogden,UT,"United States",Open,
10442,"Farmington Bay Youth Center",Farmington,UT,"United States",Open,
10443,"Gateway Academy, LLC – Draper",Draper,UT,"United States",Open,
10444,"Gateway Academy, LLC. – Gateway House",Draper,UT,"United States",Open,https://kidsoverprofits.org/facility/gateway-academy-llc-gateway-house-ut/
10445,"Haven Home for Girls",Salem,UT,"United States",Open,
10448,"High Peaks Wilderness Program",Roosevelt,UT,"United States",Closed,
10449,"High Top Ranch School",Koosharem,UT,"United States",Closed,
10450,"Highland Ridge Hospital",Midvale,UT,"United States",Closed,
10451,"Horizon Academy","La Verkin",UT,"United States",Closed,https://kidsoverprofits.org/facility/horizon-academy-ut/
10452,"Horseshoe Mountain Academy",Ephraim,UT,"United States",Open,https://kidsoverprofits.org/facility/horseshoe-mountain-academy-ut/
10453,"Huntsman Mental Health Institute at University of Utah","Salt Lake City",UT,"United States",Open,https://kidsoverprofits.org/facility/huntsman-mental-health-institute-at-university-of-utah-ut/
10454,"Imperial Healing Estate Residential",Provo,UT,"United States",Open,
10455,InnerChange,Provo,UT,"United States",Open,https://kidsoverprofits.org/facility/innerchange-ut/
10456,"Iron County Youth Center","Cedar City",UT,"United States",Open,
10457,"Key Point Academy",Kanab,UT,"United States",Closed,
10458,"Kiva Adventure Ranch",Toquerville,UT,"United States",Open,https://kidsoverprofits.org/facility/kiva-adventure-ranch-ut/
10459,"Lakeside Academy",Clearfield,UT,"United States",Open,https://kidsoverprofits.org/facility/lakeside-academy-ut/
10460,"Lakeview RTC",Provo,UT,"United States",Open,
10461,"Legacy Outdoor Adventures",Loa,UT,"United States",Open,
10462,"Liahona Academy for Youth – Liahona Treatment Center",Virgin,UT,"United States",Open,
10463,"Liahona Academy for Youth LLC – Liahona Treatment Center",Hurricane,UT,"United States",Open,
10464,"Life Quest Girls Academy",Parowan,UT,"United States",Open,
10465,"LifeLine Behavioral Health","North Salt Lake",UT,"United States",Open,
10466,"Lifeline for Youth","North Salt Lake",UT,"United States",Closed,https://kidsoverprofits.org/facility/lifeline-for-youth-ut/
10467,"Live for Life Aspen, LLC",Murray,UT,"United States",Open,
10468,"Live for Life Cypress, LLC",Erda,UT,"United States",Open,
10469,"Live for Life Sequoia, LLC","West Jordan",UT,"United States",Open,
10470,"Live Strong House",Roosevelt,UT,"United States",Open,
10471,"Logan River Academy",Logan,UT,"United States",Open,https://kidsoverprofits.org/facility/logan-river-academy-ut/
10472,"Lost and Found Academy",Milford,UT,"United States",Closed,
10473,"Magellan Academy","Spanish Fork",UT,"United States",Open,
10474,"Makana Leadership Academy",Roosevelt,UT,"United States",Closed,https://kidsoverprofits.org/facility/makana-leadership-academy-ut/
10475,"Maple Lake Academy, LLC – Boys’ Home","Spanish Fork",UT,"United States",Open,https://kidsoverprofits.org/facility/maple-lake-academy-llc-boys-home-ut/
10476,"Maple Lake Academy, LLC – Girls’ Home","Spanish Fork",UT,"United States",Closed,
10477,"Maple Rise Properties, LLC – Logan River",Wellsville,UT,"United States",Open,
10478,"Maximum Life Skills Academy","Cedar City",UT,"United States",Closed,
10479,"Meridian Mentoring – Boys Home",Orangeville,UT,"United States",Open,
10480,"Mill Creek Youth Center",Ogden,UT,"United States",Open,
10481,"Monuments Academy LLC","Brian Head",UT,"United States",Open,
10482,"Mountain Homes Youth Ranch",Vernal,UT,"United States",Closed,https://kidsoverprofits.org/facility/mountain-homes-youth-ranch-ut/
10484,"Navajo Pines",LaVerkin,UT,"United States",Closed,
10485,"New Beginnings Behavioral Health",Draper,UT,"United States",Open,https://kidsoverprofits.org/facility/new-beginnings-behavioral-health-ut/
10486,"New Beginnings Behavioral Treatment Agency","West Jordan",UT,"United States",Open,
10487,"New Haven","Spanish Fork",UT,"United States",Open,https://kidsoverprofits.org/facility/new-haven-ut/
10488,"New Haven – Saratoga Springs Academy","Saratoga Springs",UT,"United States",Open,
10489,"Newport Academy",Oakley,UT,"United States",Open,
10490,"North Star Center, LLC – North Star Treatment Center","La Verkin",UT,"United States",Open,
10491,"Northstar Expeditions",Escalante,UT,"United States",Closed,https://kidsoverprofits.org/facility/northstar-expeditions-ut/
10492,"Northstar Youth Academy",", Provo",UT,"United States",Closed,
10493,"Novo Ranch",Roosevelt,UT,"United States",Open,
10494,"Oasis Academy",Orem,UT,"United States",Closed,
10495,"Odyssey House of Utah","Salt Lake City",UT,"United States",Open,
10497,"Olympus View Hospital RTC","Salt Lake City",UT,"United States",Closed,
10498,"Outback Therapeutic Journeys, LLC",Lehi,UT,"United States",Open,
10499,"Oxbow Academy – Oxbow Evaluation Center","Mount Pleasant",UT,"United States",Open,
10500,"Oxbow Academy, LLC – Oxbow Academy East","Mount Pleasant",UT,"United States",Open,
10501,"Oxbow Academy, LLC – Oxbow Academy West",Wales,UT,"United States",Open,
10502,"Painted Hills Academy",Milford,UT,"United States",Open,
10503,"Parents Helping Parents","South Jordan",UT,"United States",Open,
10504,"Pine Creek Ranch","Mount Pleasant",UT,"United States",Closed,https://kidsoverprofits.org/facility/pine-creek-ranch-ut/
10505,"Pine Ridge Behavioral Treatment",Fairview,UT,"United States",Open,
10506,"Proctor Advocate","Salt Lake City",UT,"United States",Closed,
10507,"Provo Canyon Boy’s Transition",Orem,UT,"United States",Open,
10508,"Provo Canyon Residential Services of Utah II",Orem,UT,"United States",Open,
10509,"Red Circle Lodge, Inc",Hildale,UT,"United States",Open,
10510,"Red Fern Ranch","Sanpete County",UT,"United States",Closed,
10511,"RedCliff Ascent Wilderness Program",Enterprise,UT,"United States",Open,https://kidsoverprofits.org/facility/redcliff-ascent-wilderness-program-ut/
10512,"Renewed Hope Ranch, LLC",Enoch,UT,"United States",Open,
10513,"Salt Lake Valley Youth Center","Salt Lake City",UT,"United States",Open,
10516,"Seneca Wilderness Therapy",Orem,UT,"United States",Closed,
10517,"Sequoia Wilderness Institute",Orem,UT,"United States",Closed,
10519,"Skyline Journey",Nephi,UT,"United States",Closed,https://kidsoverprofits.org/facility/skyline-journey-ut/
10520,"Slate Canyon Youth Center",Provo,UT,"United States",Open,
10521,"Solacium Sunrise, LLC – Sunrise RTC",Hurricane,UT,"United States",Open,
10522,"Solacium Sunrise, LLC – Sunrise RTC – The Fields",Washington,UT,"United States",Open,https://kidsoverprofits.org/facility/solacium-sunrise-llc-sunrise-rtc-the-fields-ut/
10523,"Sorenson’s Ranch School",Koosharem,UT,"United States",Open,https://kidsoverprofits.org/facility/sorenson-s-ranch-school-ut/
10524,"Southwest Utah Youth Center","Cedar City",UT,"United States",Open,
10525,"Spirit Lake Ranch",Provo,UT,"United States",Closed,
10526,"Split Mountain Youth Center",Vernal,UT,"United States",Open,
10527,"Star Guides","Saint George",UT,"United States",Open,https://kidsoverprofits.org/facility/star-guides-ut/
10528,"Star Guides Wilderness Therapy","St. George",UT,"United States",Open,https://kidsoverprofits.org/facility/star-guides-wilderness-therapy-ut/
10529,"Stillwater Academy – Brown House","West Jordan",UT,"United States",Open,
10530,"Stillwater Academy – Taylor House","Saratoga Springs",UT,"United States",Open,
10531,"Storm Ridge Ranch",Monroe,UT,"United States",Open,https://kidsoverprofits.org/facility/storm-ridge-ranch-ut/
10532,"Straight Path Youth",Roy,UT,"United States",Open,
10533,"Summit Quest","St. George",UT,"United States",Closed,https://kidsoverprofits.org/facility/summit-quest-ut/
10534,"Sundance Canyon Academy, Inc – Sundance Canyon Treatment",Herriman,UT,"United States",Open,https://kidsoverprofits.org/facility/sundance-canyon-academy-inc-sundance-canyon-treatment-ut/
10535,"SunHawk Academy","St. George",UT,"United States",Closed,https://kidsoverprofits.org/facility/sunhawk-academy-ut/
10536,"Sunrise RTC",Hurricane,UT,"United States",Open,https://kidsoverprofits.org/facility/sunrise-rtc-ut/
10537,"Synergy Youth Treatment",Cornish,UT,"United States",Open,
10538,"Teen Challenge of the Rocky Mountains – 180 Ministries for Girls",Erda,UT,"United States",Open,
10539,"Teen Discovery Home",Gunnison,UT,"United States",Closed,
10540,"Telos Academy",Orem,UT,"United States",Open,https://kidsoverprofits.org/facility/telos-academy-ut/
10541,"The Country Place of Utah",Payson,UT,"United States",Closed,
10542,"The Journey: Blazing New Trails Impact Ranch",Provo,UT,"United States",Open,
10543,"The Journey: Homestead","Mount Pleasant",UT,"United States",Closed,https://kidsoverprofits.org/facility/the-journey-homestead-ut/
10544,"The Journey: New Vision Ranch",Moroni,UT,"United States",Closed,
10545,"Three Points Center, LLC",Hurricane,UT,"United States",Open,https://kidsoverprofits.org/facility/three-points-center-llc-ut/
10546,"ThreePeaks Ascent RTC",Beryl,UT,"United States",Open,https://kidsoverprofits.org/facility/threepeaks-ascent-rtc-ut/
10547,"Timpanogos Shadows","American Fork",UT,"United States",Open,
10548,Timpview,Lindon,UT,"United States",Open,
10549,"Top Flight Academy","Mt. Pleasant",UT,"United States",Closed,
10550,"Triumph Youth Services/Triumph Academy – Alpine","Brigham City",UT,"United States",Open,
10551,"True North Academy",Provo,UT,"United States",Closed,
10552,"Turn About Ranch – Barn",Escalante,UT,"United States",Open,https://kidsoverprofits.org/facility/turn-about-ranch-barn-ut/
10553,"Turn About Ranch – Lodge",Escalante,UT,"United States",Open,
10554,"Turning Point Family Care, Inc. – Turning Point Family Care, Inc. Residential Treatment","Cedar City",UT,"United States",Open,
10555,"Turning Point in Granita Park",Duchesne,UT,"United States",Closed,
10556,"UHS of Provo Canyon – Provo Canyon Residential Services of Utah II",Orem,UT,"United States",Open,
10558,"Uinta Academy RTC, LLC – Uinta Academy RTC East",Wellsville,UT,"United States",Open,
10559,"Uinta Academy RTC, LLC – Uinta Academy RTC West",Wellsville,UT,"United States",Open,
10560,"Uinta Academy RTC, LLC – Uinta Academy, RTC Achievement",Wellsville,UT,"United States",Open,
10562,"Utah Youth Village",Riverton,UT,"United States",Open,https://kidsoverprofits.org/facility/utah-youth-village-ut/
10563,"Vantage Point",Provo,UT,"United States",Open,
10564,"Vila Nova – Boys","Spanish Fork",UT,"United States",Open,
10565,"Vila Real – Girls","Spanish Fork",UT,"United States",Open,
10566,"Vision Quest Academy","Cedar City",UT,"United States",Open,
10567,"Vista at Dimple Dell Canyon",Sandy,UT,"United States",Closed,
10568,"Vista Magna",Magna,UT,"United States",Closed,https://kidsoverprofits.org/facility/vista-magna-ut/
10569,"Vista Sage",Sandy,UT,"United States",Closed,
10570,"Vive Adolescent Care","Saint George",UT,"United States",Open,https://kidsoverprofits.org/facility/vive-adolescent-care-ut/
10571,"Voyage RTC","South Ogden",UT,"United States",Open,
10572,"Walkabout Therapeutic Expeditions",Lehi,UT,"United States",Closed,
10573,"Washington County Youth Center",Hurricane,UT,"United States",Open,
10574,"Waterfall Canyon Academy – Oakgrove – Girls Program",Ogden,UT,"United States",Open,
10575,"Waterfall Canyon Academy – Oakgrove – North Campus","North Ogden",UT,"United States",Open,
10576,"Waterfall Canyon Academy – Oakgrove – South Campus",Ogden,UT,"United States",Open,
10578,"Weber Valley Youth Center",Ogden,UT,"United States",Open,
10580,"Western Youth",Orem,UT,"United States",Closed,
10581,"White River Academy",Delta,UT,"United States",Open,https://kidsoverprofits.org/facility/white-river-academy-ut/
10582,"Whitmore Academy",Nephi,UT,"United States",Closed,
10583,"Who Am I Discovery",Nephi,UT,"United States",Closed,
10585,"Wildflower Mountain Ranch",Eden,UT,"United States",Open,https://kidsoverprofits.org/facility/wildflower-mountain-ranch-ut/
10586,"Willard Peak Residential Treatment Center","Brigham City",UT,"United States",Open,
10587,"Willow Creek School",Provo,UT,"United States",Closed,
10588,"Woodland Hills Maternity Home","Woodland Hills",UT,"United States",Closed,
10589,"Yes Families","Pleasant Grove",UT,"United States",Closed,
10590,"Young Women’s Empowerment Center House #1",Ephraim,UT,"United States",Open,
10591,"Youth Care of Utah – Brighton House",Draper,UT,"United States",Open,
10592,"Youth Foundation Success Academy","La Verkin",UT,"United States",Closed,https://kidsoverprofits.org/facility/youth-foundation-success-academy-ut/
10593,"Youth Futures",Ogden,UT,"United States",Open,https://kidsoverprofits.org/facility/youth-futures-ut/
10594,"Youth Health Associates – Eagle Academy",Clearfield,UT,"United States",Open,
10595,"Youth Health Associates – Lakeside Academy",Clearfield,UT,"United States",Open,
10596,"Youth Health Associates – Lakeview RTC",Provo,UT,"United States",Open,
10597,"Youth Health Associates Inc – Cedar Valley Ranch","Cedar City",UT,"United States",Open,
10598,"Youth Health Associates Inc – Manti Academy",Manti,UT,"United States",Open,https://kidsoverprofits.org/facility/youth-health-associates-inc-manti-academy-ut/
10599,"Therapy Associates Dba Star Guides","Saint George",UT,"United States",Open,
10600,"Triumph Youth Services/Triumph Academy – Expeditions","Brigham City",UT,"United States",Open,https://kidsoverprofits.org/facility/triumph-youth-services-triumph-academy-expeditions-ut/
10601,"Paradigm Treatment Centers",Malibu,CA,"United States",Open,https://kidsoverprofits.org/facility/paradigm-treatment-centers-ca/
10603,"OnTrack Wilderness Program",Mason,TX,"United States",Closed,https://kidsoverprofits.org/facility/ontrack-wilderness-program-tx/
10604,"Dallas County Juvenile Detention Center","Dallas County",TX,"United States",Unknown,https://kidsoverprofits.org/facility/dallas-county-juvenile-detention-center-tx/
10605,"Letot Center",Dallas,TX,"United States",Open,https://kidsoverprofits.org/facility/letot-center-tx/
10606,"Cedar Crest Hospital & RTC",Belton,TX,"United States",Open,https://kidsoverprofits.org/facility/cedar-crest-hospital-rtc-tx/
10607,"Excel Academy",Conroe,TX,"United States",Closed,https://kidsoverprofits.org/facility/excel-academy-tx/
10608,"Lone Star Expeditions","5101 Groveton",TX,"United States",Closed,https://kidsoverprofits.org/facility/lone-star-expeditions-tx/
10609,"Wellspring Texas","San Marcos",TX,"United States",Closed,https://kidsoverprofits.org/facility/wellspring-texas-tx/
10610,"Devereux Advanced Behavioral Health Texas","League City",TX,"United States",Unknown,https://kidsoverprofits.org/facility/devereux-advanced-behavioral-health-texas-tx/
10611,"Devereux Texas Autism Intensive Residential Program for Adolescents","League City",TX,"United States",Unknown,https://kidsoverprofits.org/facility/devereux-texas-autism-intensive-residential-program-for-adolescents-tx/
10612,"Fulshear Treatment to Transition",Needville,TX,"United States",Open,https://kidsoverprofits.org/facility/fulshear-treatment-to-transition-tx/
10613,"KIDS of El Paso","El Paso",TX,"United States",Closed,https://kidsoverprofits.org/facility/kids-of-el-paso-tx/
10614,"New Hope Boys Home",Kerrville,TX,"United States",Open,https://kidsoverprofits.org/facility/new-hope-boys-home-tx/
10616,"Laurel Ridge Treatment Center Child & Adolescent RTC","San Antonio",TX,"United States",Open,https://kidsoverprofits.org/facility/laurel-ridge-treatment-center-child-adolescent-rtc-tx/
10617,"Meridell Achievement Center","Liberty Hill",TX,"United States",Open,https://kidsoverprofits.org/facility/meridell-achievement-center-tx/
10619,"Timberlawn Psychiatric Hospital",Dallas,TX,"United States",Closed,https://kidsoverprofits.org/facility/timberlawn-psychiatric-hospital-tx/
10621,"2nd Chance Treatment Center",Dallas,TX,"United States",Open,https://kidsoverprofits.org/facility/2nd-chance-treatment-center-tx/
10622,"4 Healing Hearts","Fort Worth",TX,"United States",Closed,
10623,"A Fresh Start RTC",Houston,TX,"United States",Open,
10624,"A Fresh Start Treatment Center",Houston,TX,"United States",Open,
10625,"A New Day Foundation RTC",Spring,TX,"United States",Open,
10626,"A Pathway 2 New Beginnings",Houston,TX,"United States",Closed,
10627,"A Promising Journey Inc.",Houston,TX,"United States",Open,https://kidsoverprofits.org/facility/a-promising-journey-inc-tx/
10628,"A.B.E. Residential Services",Houston,TX,"United States",Open,https://kidsoverprofits.org/facility/a-b-e-residential-services-tx/
10629,"Abilene State School",Abilene,TX,"United States",Open,
10630,"Abundance of Joy Home Shelter",Houston,TX,"United States",Closed,https://kidsoverprofits.org/facility/abundance-of-joy-home-shelter-tx/
10631,"ACH Child and Family Services",", Fort Worth",TX,"United States",Open,https://kidsoverprofits.org/facility/ach-child-and-family-services-tx/
10632,"ACH Child and Family Services Robert and Jane Ferguson RTC","Fort Worth",TX,"United States",Open,
10633,"All Church Home for Children","Fort Worth",TX,"United States",Open,
10634,"AMIkids Rio Grande Valley","Los Fresnos",TX,"United States",Open,https://kidsoverprofits.org/facility/amikids-rio-grande-valley-tx/
10635,"Amor Purus LLC",Katy,TX,"United States",Open,https://kidsoverprofits.org/facility/amor-purus-llc-tx/
