id,name,city,state,country,status,facility_page
12362,"J. Bar J. – Boys Ranch",Bend,OR,"United States",Open,https://kidsoverprofits.org/facility/j-bar-j-boys-ranch-or/
12363,"J. Bar J. – Grandma’s House",Bend,OR,"United States",Open,
12364,"J. Bar J. – J5",Bend,OR,"United States",Open,
12365,"Jackie Winters Transition Program",Albany,OR,"United States",Open,
12367,"Janus Youth Programs – Buckman",Portland,OR,"United States",Open,
12368,"Janus Youth Programs – Cordero",Tigard,OR,"United States",Open,
12369,"Jasper Mountain",Jasper,OR,"United States",Open,https://kidsoverprofits.org/facility/jasper-mountain-or/
12370,"Josephine County Juvenile Department","Grants Pass",OR,"United States",Open,
12372,"Kairos Northwest – Cadenza",Salem,OR,"United States",Open,
12373,"Kairos Northwest – Momentum","Grants Pass",OR,"United States",Open,
12374,"Kairos Northwest – Tempo",Eugene,OR,"United States",Open,
12375,"Klamath Crimson Rose Program for Girls","Klamath Falls",OR,"United States",Open,
12376,"Klamath Lake County Youth Ranch",Bonanza,OR,"United States",Open,
12377,"Lane County Phoenix Treatment",Eugene,OR,"United States",Open,https://kidsoverprofits.org/facility/lane-county-phoenix-treatment-or/
12378,"Lincoln County Juvenile Department",Newport,OR,"United States",Open,
12379,"Looking Glass Community Services – Residential Services",Eugene,OR,"United States",Open,
12380,"MacLaren Youth Correctional Facility",Woodburn,OR,"United States",Open,https://kidsoverprofits.org/facility/maclaren-youth-correctional-facility-or/
12381,"Madrona Recovery",", Tigard",OR,"United States",Open,https://kidsoverprofits.org/facility/madrona-recovery-or/
12382,"Marion County Juvenile Detention",Salem,OR,"United States",Open,
12383,"Monte Nido Clementine West Linn","West Linn",OR,"United States",Open,
12384,"Morrison Child & Family Services",Portland,OR,"United States",Open,https://kidsoverprofits.org/facility/morrison-child-family-services-or/
12385,"Morrison Child & Family Services – Counterpoint",Portland,OR,"United States",Open,
12386,"Morrison Child & Family Services – SAGE Residential Program",Portland,OR,"United States",Open,
12387,"Multnomah A&E Program",", Portland",OR,"United States",Open,
12388,"NARA Youth Residential Treatment Center",Gresham,OR,"United States",Closed,
12389,"New Avenues for Youth – Robinswood","Lake Oswego",OR,"United States",Open,
12390,"New Vision Programs of Oregon",Milwaukie,OR,"United States",Closed,
12391,"Next Door, Inc. – Klahre House","Hood River",OR,"United States",Open,
12392,"Nexus Family Healing – Walden Crossing PRTF",Portland,OR,"United States",Open,
12393,"NORCOR – Youth Care Center","The Dalles",OR,"United States",Open,
12394,"North Point Children’s Program",Corvallis,OR,"United States",Open,
12395,"NorthStar Center",Bend,OR,"United States",Closed,https://kidsoverprofits.org/facility/northstar-center-or/
12396,"Northwest Youth Discovery",Bend,OR,"United States",Open,https://kidsoverprofits.org/facility/northwest-youth-discovery-or/
12397,"Oak Creek Youth Correctional Facility",Albany,OR,"United States",Open,https://kidsoverprofits.org/facility/oak-creek-youth-correctional-facility-or/
12398,"Obsidian Trails Outdoor School",Bend,OR,"United States",Closed,
12399,"Parrott Creek Child and Family Services","Lake Oswego",OR,"United States",Open,
12400,"Parry Center for Children",Portland,OR,"United States",Open,
12401,"Pendleton Academies",Pendleton,OR,"United States",Open,
12402,"Rimrock Trails Adolescent RTP",Prineville,OR,"United States",Open,https://kidsoverprofits.org/facility/rimrock-trails-adolescent-rtp-or/
12403,"Rogue Valley Youth Correctional Facility","Grants Pass",OR,"United States",Open,
12404,"Royal Haven Equestrian Center",Sisters,OR,"United States",Closed,
12405,"Santiam Crossing",Scio,OR,"United States",Closed,
12407,"St. Mary’s Home for Boys",Beaverton,OR,"United States",Open,https://kidsoverprofits.org/facility/st-mary-s-home-for-boys-or/
12408,"The Salvation Army White Shield Center",Portland,OR,"United States",Open,
12409,"The Woods Home for Girls",Medford,OR,"United States",Open,
12410,"Tillamook Youth Correctional Facility",Tillamook,OR,"United States",Open,
12411,"Turning Point","Grants Pass",OR,"United States",Open,https://kidsoverprofits.org/facility/turning-point-or/
12412,"Yamhill County Youth Services Center",McMinnville,OR,"United States",Open,
12413,"Youth Guidance Association",Portland,OR,"United States",Open,
12414,"Youth Villages Oregon","Lake Oswego",OR,"United States",Open,
12415,"Wellspring Adventure Lake Tahoe","Incline Village",NV,"United States",Closed,https://kidsoverprofits.org/facility/wellspring-adventure-lake-tahoe-nv/
12416,"Reno Adolescent Boys Teen Challenge",Sparks,NV,"United States",Unknown,https://kidsoverprofits.org/facility/reno-adolescent-boys-teen-challenge-nv/
12419,"Willow Springs Center",Reno,NV,"United States",Open,https://kidsoverprofits.org/facility/willow-springs-center-nv/
12421,"Sky View Christian Academy",Hawthorne,NV,"United States",Closed,https://kidsoverprofits.org/facility/sky-view-christian-academy-nv/
12422,"Actions of Elko",Elko,NV,"United States",Open,
12424,"Apple Grove Treatment Center",Henderson,NV,"United States",Open,
12425,"Aurora Center for Healing",Hawthorne,NV,"United States",Open,
12426,"Bristlecone Family Resources",Reno,NV,"United States",Open,
12427,"Caliente Youth Center",Caliente,NV,"United States",Open,https://kidsoverprofits.org/facility/caliente-youth-center-nv/
12428,"Child Haven","Las Vegas",NV,"United States",Open,https://kidsoverprofits.org/facility/child-haven-nv/
12429,"China Spring Youth Camp",Gardnerville,NV,"United States",Open,
12430,"Clark County Juvenile Detention Center","Las Vegas",NV,"United States",Open,
12431,"Cross Roads of Southern Nevada","Las Vegas",NV,"United States",Open,
12432,"Desert Willow Treatment Center","Las Vegas",NV,"United States",Open,
12433,"Desert Winds Hospital","Las Vegas",NV,"United States",Open,
12434,"Douglas County Juvenile Detention Center",Minden,NV,"United States",Open,
12436,"Eden Treatment","Las Vegas",NV,"United States",Open,
12437,"Eden Treatment – Edna Ave","Las Vegas",NV,"United States",Open,
12439,"Everett Grace",Reno,NV,"United States",Open,
12440,"Focal Point Academy",Mesquite,NV,"United States",Closed,https://kidsoverprofits.org/facility/focal-point-academy-nv/
12441,"Freedom Behavioral Health","Las Vegas",NV,"United States",Open,
12442,"Golla Home","Washoe Valley",NV,"United States",Open,
12443,"Hand Up Homes for Youth Northern Nevada",Reno,NV,"United States",Open,
12445,"Ignite Teen Treatment","Las Vegas",NV,"United States",Open,https://kidsoverprofits.org/facility/ignite-teen-treatment-nv/
12446,"Jan Evans Juvenile Justice Center",Reno,NV,"United States",Open,
12447,"JC Family Services",Reno,NV,"United States",Open,
12448,"Kids First LLC",Sparks,NV,"United States",Open,
12449,"KW Legacy Ranch",Hiko,NV,"United States",Open,https://kidsoverprofits.org/facility/kw-legacy-ranch-nv/
12450,"Las Vegas Recovery Center I","Las Vegas",NV,"United States",Open,
12451,"Las Vegas Recovery Center II","Las Vegas",NV,"United States",Open,
12452,"Leighton Hall",Winnemucca,NV,"United States",Open,
12453,"Levada House",Reno,NV,"United States",Closed,
12454,"Montevista Hospital","Las Vegas",NV,"United States",Open,
12455,"Narconon Rainbow Canyon Retreat",Caliente,NV,"United States",Open,
12456,"Nevada Homes for Youth","Las Vegas",NV,"United States",Open,
12457,"Nevada Homes for Youth Substance Abuse Program","Las Vegas",NV,"United States",Open,
12459,"Nevada Youth Training Center",Elko,NV,"United States",Open,https://kidsoverprofits.org/facility/nevada-youth-training-center-nv/
12460,"New Benchmark","373 Amargosa",NV,"United States",Open,
12461,"New Frontier Treatment Center",Fallon,NV,"United States",Open,
12462,"Northern Nevada PRTF Services for Children – Enterprise",Reno,NV,"United States",Open,
12463,"Reno Behavioral Healthcare Hospital, LLC",Reno,NV,"United States",Open,https://kidsoverprofits.org/facility/reno-behavioral-healthcare-hospital-llc-nv/
12464,"Rite of Passage Adolescent Treatment Centers and Schools, Inc.",Minden,NV,"United States",Open,
12465,"Ruth’s Haven Teen Girls Center",Lund,NV,"United States",Open,https://kidsoverprofits.org/facility/ruth-s-haven-teen-girls-center-nv/
12466,"Sierra Nevada Teen Ranch",Reno,NV,"United States",Open,https://kidsoverprofits.org/facility/sierra-nevada-teen-ranch-nv/
12467,"Spring Mountain Youth Camp","Las Vegas",NV,"United States",Open,
12468,"Step 1 Inc",Reno,NV,"United States",Open,
12469,STEP2,Reno,NV,"United States",Open,
12470,"Summit View Youth Center","Las Vegas",NV,"United States",Open,
12471,"Teurman Hall",Fallon,NV,"United States",Open,
12472,"The Fearless Kind","Las Vegas",NV,"United States",Open,
12473,"The Nestled Recovery Center","Las Vegas",NV,"United States",Open,
12474,"The Ridge House Vance Johnson Recovery Center","Las Vegas",NV,"United States",Open,
12475,"Vitality Carson City","Suite 201 Carson City",NV,"United States",Open,
12476,"Vitality Center",Elko,NV,"United States",Open,
12477,"Vogue Recovery Center","Las Vegas",NV,"United States",Open,
12478,"Westcare Inc – Harris Springs Ranch","Las Vegas",NV,"United States",Open,
12479,"Westcare Nevada Women and Children’s Campus","Las Vegas",NV,"United States",Open,https://kidsoverprofits.org/facility/westcare-nevada-women-and-children-s-campus-nv/
12480,"Western Nevada Regional Youth Center","Silver Springs",NV,"United States",Open,
12481,"Murphy Bernardini Regional Juvenile Detention Center",,NV,"United States",Open,
12482,"Wellspring Georgia",Rome,GA,"United States",Closed,https://kidsoverprofits.org/facility/wellspring-georgia-ga/
12483,"Devereux Ackerman Academy",Kennesaw,GA,"United States",Unknown,https://kidsoverprofits.org/facility/devereux-ackerman-academy-ga/
12484,"Devereux Advanced Behavioral Health Georgia",Kennesaw,GA,"United States",Unknown,https://kidsoverprofits.org/facility/devereux-advanced-behavioral-health-georgia-ga/
12485,"Devereux Georgia Intensive Residential Treatment",Kennesaw,GA,"United States",Unknown,https://kidsoverprofits.org/facility/devereux-georgia-intensive-residential-treatment-ga/
12486,"Devereux Georgia Discovery Program",Kennesaw,GA,"United States",Unknown,https://kidsoverprofits.org/facility/devereux-georgia-discovery-program-ga/
12487,"Devereux Georgia Journey Program",Kennesaw,GA,"United States",Unknown,https://kidsoverprofits.org/facility/devereux-georgia-journey-program-ga/
12488,"Devereux Georgia Adolescent Females Program",Kennesaw,GA,"United States",Unknown,https://kidsoverprofits.org/facility/devereux-georgia-adolescent-females-program-ga/
12489,"Devereux Georgia Adolescent Males Program",Kennesaw,GA,"United States",Unknown,https://kidsoverprofits.org/facility/devereux-georgia-adolescent-males-program-ga/
12490,"First Light Wilderness Therapy",Dahlonega,GA,"United States",Open,https://kidsoverprofits.org/facility/first-light-wilderness-therapy-ga/
12491,"Prayer Mountain Boys Academy",Meansville,GA,"United States",Unknown,https://kidsoverprofits.org/facility/prayer-mountain-boys-academy-ga/
12493,"Columbus Teen Challenge",Columbus,GA,"United States",Open,https://kidsoverprofits.org/facility/columbus-teen-challenge-ga/
12494,"Coastal Harbor Treatment Center",Savannah,GA,"United States",Open,https://kidsoverprofits.org/facility/coastal-harbor-treatment-center-ga/
12495,"Laurel Heights Hospital Residential Treatment",Atlanta,GA,"United States",Open,https://kidsoverprofits.org/facility/laurel-heights-hospital-residential-treatment-ga/
12496,"Lighthouse Care Center of Augusta Psychiatric RTP",Augusta,GA,"United States",Open,https://kidsoverprofits.org/facility/lighthouse-care-center-of-augusta-psychiatric-rtp-ga/
12498,"Agape Behavioral Healthcare",Atlanta,GA,"United States",Open,
12499,"Alpine Program",Gainesville,GA,"United States",Open,
12500,"Anne Elizabeth Shepherd Home",Columbus,GA,"United States",Open,
12501,"Appalachian Wilderness Camp",Cleveland,GA,"United States",Closed,https://kidsoverprofits.org/facility/appalachian-wilderness-camp-ga/
12502,"ASlades Heart & Hand Youth Development Services, Inc.",Griffin,GA,"United States",Open,
12503,"Atlanta YDC","College Park",GA,"United States",Open,
12504,"Augusta YDC",Augusta,GA,"United States",Open,
12505,"Bald Ridge Lodge",Cumming,GA,"United States",Open,https://kidsoverprofits.org/facility/bald-ridge-lodge-ga/
12507,"Boyz to Men Residential Facility",Columbus,GA,"United States",Open,
12508,"Bradfield Center – Ault Academy",LaGrange,GA,"United States",Open,
12509,"Breakthrough Recovery Outreach",Chamblee,GA,"United States",Open,https://kidsoverprofits.org/facility/breakthrough-recovery-outreach-ga/
12510,"Broken Shackle Ranch",Davisboro,GA,"United States",Open,https://kidsoverprofits.org/facility/broken-shackle-ranch-ga/
12511,"Broken Shackle Ranch – Joseph House",Statesboro,GA,"United States",Open,
12512,"Broken Shackle Ranch – Omega House",Augusta,GA,"United States",Open,
12513,"Camp David Vision of Hope",Hamilton,GA,"United States",Open,
12515,"Camp E-Tu-Nake",Blakely,GA,"United States",Closed,https://kidsoverprofits.org/facility/camp-e-tu-nake-ga/
12516,"Carpenter Way Ranch",Cataula,GA,"United States",Open,
12517,"Clementine by Monte Nido Atlanta","Sandy Springs",GA,"United States",Open,
12518,"Clementine II by Monte Nido Atlanta","Sandy Springs",GA,"United States",Open,
12519,"Cloister Creek",Conyers,GA,"United States",Closed,
12520,"Darrington Academy","Blue Ridge",GA,"United States",Closed,https://kidsoverprofits.org/facility/darrington-academy-ga/
12521,"Devereux Georgia Intensive Residential Treatment – Ackerman Academy",Kennesaw,GA,"United States",Open,
12522,"Eagle Ranch","Flowery Branch",GA,"United States",Open,https://kidsoverprofits.org/facility/eagle-ranch-ga/
12523,"Eastman YDC",Eastman,GA,"United States",Open,
12524,"Gentle Loving Care Center Residential Treatment Program",Sandersville,GA,"United States",Open,
12525,"George W. Hartmann Center",Marietta,GA,"United States",Open,
12526,"Georgia Baptist Children’s Homes – Angel’s House",Newnan,GA,"United States",Open,
12527,"Georgia Baptist Children’s Homes – Baxley",Baxley,GA,"United States",Open,
12528,"Georgia Baptist Children’s Homes – Camp Hawkins & Matthew’s Time","Mt Airy",GA,"United States",Open,
12529,"Georgia Baptist Children’s Homes – Meansville Campus",Meansville,GA,"United States",Open,
12530,"Georgia Baptist Children’s Homes – Palmetto",Palmetto,GA,"United States",Open,
12531,"Georgia Industrial Children’s Home",Macon,GA,"United States",Open,
12532,"Georgia Sheriffs’ Boys Ranch",Hahira,GA,"United States",Open,
12533,"Georgia Sheriffs’ Cherokee Estate",Dalton,GA,"United States",Open,
12534,"Georgia Sheriffs’ Herrington Homestead",Nunez,GA,"United States",Open,
12535,"Georgia Sheriffs’ MountainView",Chatsworth,GA,"United States",Open,
12536,"Georgia Sheriffs’ Pineland/Camp Pioneer",LaGrange,GA,"United States",Open,
12537,"Good Shepherd Therapeutic Center","Warm Springs",GA,"United States",Open,
12538,"Goshen Valley Boys Ranch",Waleska,GA,"United States",Open,https://kidsoverprofits.org/facility/goshen-valley-boys-ranch-ga/
12540,"Hillside Atlanta – Conant School",Atlanta,GA,"United States",Open,
12541,"Joy House",Jasper,GA,"United States",Open,
12542,"Kenneth B. Walker Residential Home","Suite 20 Columbus",GA,"United States",Closed,
12543,"KidsPeace Georgia Bowdon Campus",Bowdon,GA,"United States",Open,
12544,"Macon YDC",Macon,GA,"United States",Open,
12545,"Milledgeville YDC",Milledgeville,GA,"United States",Open,
12546,"Morningstar Residential Campus",Brunswick,GA,"United States",Open,
