state,unique_name,facility_name
MONTANA,Cougar Mountain Ranch,Cougar Mountain Ranch
MONTANA,Dancing Moon Ranch,Dancing Moon Ranch
MONTANA,Deep Springs Ranch for Kids,Deep Springs Ranch for Kids
MONTANA,Desert Mountain Youth Care Facility,Desert Mountain Youth Care Facility
MONTANA,Elk Creek Academy,Elk Creek Academy
MONTANA,Explorations Montana,Explorations Montana
MONTANA,Gateway Freedom Ranch,Gateway Freedom Ranch
MONTANA,Hope Ranch,Hope Ranch
MONTANA,Inner Roads Wilderness Program,Inner Roads Wilderness Program
MONTANA,Intermountain Deaconess Home,Intermountain Deaconess Home
MONTANA,Loveland Farms School,Loveland Farms School
MONTANA,Mission Mountain School,Mission Mountain School
MONTANA,Missoula Sunrise Children’s Home,Missoula Sunrise Children’s Home
MONTANA,Monarch School,Monarch School
MONTANA,Montana Academy,Montana Academy
MONTANA,New Horizons Youth Ranch,New Horizons Youth Ranch
MONTANA,Pathways Treatment Center,Pathways Treatment Center
MONTANA,Petty Creek Ranch,Petty Creek Ranch
MONTANA,Pine Hills Correctional Facility,Pine Hills Correctional Facility
MONTANA,Pinehaven Christian Children’s Ranch,Pinehaven Christian Children’s Ranch
MONTANA,Possibilities,Possibilities
MONTANA,Prosper Treatment,Prosper Treatment
MONTANA,Ranch for Kids,Ranch for Kids
MONTANA,Reflections Academy,Reflections Academy
MONTANA,Rising Peak Academy,Rising Peak Academy
MONTANA,Riverview Academy,Riverview Academy
MONTANA,Rocky Top Academy,Rocky Top Academy
MONTANA,Shodair RTC,Shodair RTC
MONTANA,Sparrows Nest of Northwest Montana,Sparrows Nest of Northwest Montana
MONTANA,Spring Creek Lodge Academy,Spring Creek Lodge Academy
MONTANA,Star Peak Crossing,Star Peak Crossing
MONTANA,Summit Preparatory School,Summit Preparatory School
MONTANA,Swan Valley Youth Academy,Swan Valley Youth Academy
MONTANA,Three Rivers Montana,Three Rivers Montana
MONTANA,Triple Divide Lodge,Triple Divide Lodge
MONTANA,Turning Point Behavioral Academy,Turning Point Behavioral Academy
MONTANA,Turning Winds Academic Institute,Turning Winds Academic Institute
MONTANA,Wilderness Ranch,Wilderness Ranch
MONTANA,Wilderness Treatment Center,Wilderness Treatment Center
MONTANA,Wood Creek Academy,Wood Creek Academy
MONTANA,Yellowstone Girls and Boys Ranch,Yellowstone Girls and Boys Ranch
MONTANA,Youth Dynamics,Youth Dynamics
MONTANA,Youth Homes,Youth Homes
NEBRASKA,Boys Town RTC,Boys Town RTC
NEBRASKA,RADIUS,RADIUS
NEBRASKA,Stand Fast In Freedom,Stand Fast In Freedom
NEBRASKA,Uta Halee Academy,Uta Halee Academy
NEVADA,Apple Grove Treatment Center,Apple Grove Treatment Center
NEVADA,Aurora Center for Healing,Aurora Center for Healing
NEVADA,Child Haven,Child Haven
NEVADA,Clark County Juvenile Detention Center,Clark County Juvenile Detention Center
NEVADA,Desert Willow Treatment Center,Desert Willow Treatment Center
NEVADA,Desert Winds Hospital,Desert Winds Hospital
NEVADA,Douglas County Juvenile Detention Center,Douglas County Juvenile Detention Center
NEVADA,Eagle Springs Teen Boys Center,Eagle Springs Teen Boys Center
NEVADA,Eden Treatment - Edna Ave,Eden Treatment - Edna Ave
NEVADA,Elko County Juvenile Home,Elko County Juvenile Home
NEVADA,Focal Point Academy,Focal Point Academy
NEVADA,Golla Home,Golla Home
NEVADA,Hand Up Homes for Youth Northern Nevada,Hand Up Homes for Youth Northern Nevada
NEVADA,Home on the Range Youth Ranch,Home on the Range Youth Ranch
UTAH,Horizon Academy,Horizon Academy
NEVADA,Jan Evans Juvenile Justice Center,Jan Evans Juvenile Justice Center
NEVADA,JC Family Services,JC Family Services
NEVADA,Kids First LLC,Kids First LLC
NEVADA,KW Legacy Ranch,KW Legacy Ranch
NEVADA,Leighton Hall,Leighton Hall
NEVADA,Levada House,Levada House
NEVADA,Nevada Homes for Youth Substance Abuse Program,Nevada Homes for Youth Substance Abuse Program
NEVADA,Never Give Up Youth Healing Services,Never Give Up Youth Healing Services
NEVADA,"Rite of Passage Adolescent Treatment Centers and Schools, Inc.","Rite of Passage Adolescent Treatment Centers and Schools, Inc."
NEVADA,Ruth’s Haven Teen Girls Center,Ruth’s Haven Teen Girls Center
NEVADA,Sierra Nevada Teen Ranch,Sierra Nevada Teen Ranch
NEVADA,Sierra Sage Treatment Center,Sierra Sage Treatment Center
NEVADA,Sky View Christian Academy,Sky View Christian Academy
NEVADA,Spring Mountain Youth Camp,Spring Mountain Youth Camp
NEVADA,Teurman Hall,Teurman Hall
NEVADA,Wellspring Adventure Lake Tahoe,Wellspring Adventure Lake Tahoe
NEVADA,Western Nevada Regional Youth Center,Western Nevada Regional Youth Center
NEVADA,Willow Springs Center,Willow Springs Center
NEW HAMPSHIRE,Boylston Home,Boylston Home
NEW HAMPSHIRE,Child & Family Services Group Home,Child & Family Services Group Home
NEW HAMPSHIRE,Crotched Mountain School & Village,Crotched Mountain School & Village
NEW HAMPSHIRE,Davenport School,Davenport School
NEW HAMPSHIRE,Dover Children's Home,Dover Children's Home
NEW HAMPSHIRE,Easterseals Gammon Academy at Krol House,Easterseals Gammon Academy at Krol House
NEW HAMPSHIRE,Easterseals Gammon Academy at Lancaster,Easterseals Gammon Academy at Lancaster
NEW HAMPSHIRE,Easterseals Gammon Academy at Mammoth Road,Easterseals Gammon Academy at Mammoth Road
NEW HAMPSHIRE,Easterseals Gammon Academy at Zachary Road,Easterseals Gammon Academy at Zachary Road
NEW HAMPSHIRE,Granite Pathways Youth Treatment Center,Granite Pathways Youth Treatment Center
NEW HAMPSHIRE,Hampshire Country School,Hampshire Country School
NEW HAMPSHIRE,Hampstead Hospital & RTC,Hampstead Hospital & RTC
NEW HAMPSHIRE,"Hannah House, Inc.","Hannah House, Inc."
NEW HAMPSHIRE,Hunter School,Hunter School
NEW HAMPSHIRE,John H. Sununu Youth Services Center,John H. Sununu Youth Services Center
NEW HAMPSHIRE,Legacy by Gersh,Legacy by Gersh
NEW HAMPSHIRE,"Lutheran Community Services of New Hampshire, Inc.","Lutheran Community Services of New Hampshire, Inc."
NEW HAMPSHIRE,Malley Farm Boys Home Inc.,Malley Farm Boys Home Inc.
NEW HAMPSHIRE,Midway Shelter,Midway Shelter
NEW HAMPSHIRE,Mount Prospect Academy,Mount Prospect Academy
NEW HAMPSHIRE,Mount Prospect Academy Adventure Based Treatment,Mount Prospect Academy Adventure Based Treatment
NEW HAMPSHIRE,Mount Prospect Academy CAST,Mount Prospect Academy CAST
NEW HAMPSHIRE,Mount Prospect Academy ERT,Mount Prospect Academy ERT
NEW HAMPSHIRE,Mount Prospect Academy Hall Farm,Mount Prospect Academy Hall Farm
NEW HAMPSHIRE,Mount Prospect Academy PSB,Mount Prospect Academy PSB
NEW HAMPSHIRE,Mount Prospect Academy STEP,Mount Prospect Academy STEP
NEW HAMPSHIRE,Mount Prospect Academy Sub-Acute Program,Mount Prospect Academy Sub-Acute Program
NEW HAMPSHIRE,New England Salem Children’s Trust,New England Salem Children’s Trust
NEW HAMPSHIRE,Northern New Hampshire Youth Services,Northern New Hampshire Youth Services
NEW HAMPSHIRE,Odyssey NH,Odyssey NH
NEW HAMPSHIRE,Oliverian School,Oliverian School
NEW HAMPSHIRE,Our House for Girls,Our House for Girls
NEW HAMPSHIRE,Philbrook,Philbrook
NEW HAMPSHIRE,Pine Haven Boys Center,Pine Haven Boys Center
NEW HAMPSHIRE,Ridge RTC - New Hampshire,Ridge RTC - New Hampshire
NEW HAMPSHIRE,Rolfe and Rumford Home,Rolfe and Rumford Home
NEW HAMPSHIRE,Spaulding Youth Center,Spaulding Youth Center
NEW HAMPSHIRE,St. Charles Children’s Home,St. Charles Children’s Home
NEW HAMPSHIRE,The Chase Home for Children,The Chase Home for Children
NEW HAMPSHIRE,The Doorway at Granite Pathways,The Doorway at Granite Pathways
NEW HAMPSHIRE,The Orion Group,The Orion Group
NEW HAMPSHIRE,Tobey School,Tobey School
NEW HAMPSHIRE,Webster House,Webster House
NEW HAMPSHIRE,Wediko Children’s Services,Wediko Children’s Services
NEW HAMPSHIRE,Wolfeboro Camp School,Wolfeboro Camp School
NEW JERSEY,Albert Elias Residential Community Home at Johnstone,Albert Elias Residential Community Home at Johnstone
NEW JERSEY,Arthur Brisbane Child Treatment Center,Arthur Brisbane Child Treatment Center
NEW JERSEY,Bergen County Juvenile Detention Center,Bergen County Juvenile Detention Center
NEW JERSEY,Camden County Youth Center,Camden County Youth Center
NEW JERSEY,Camden Residential Community Home,Camden Residential Community Home
NEW JERSEY,Campus Residential Community Home,Campus Residential Community Home
NEW JERSEY,Capital Academy,Capital Academy
NEW JERSEY,Chartwell Manor School,Chartwell Manor School
NEW JERSEY,Devereux – Morristown,Devereux – Morristown
NEW JERSEY,East Mountain Youth Lodge - Carrier Clinic,East Mountain Youth Lodge - Carrier Clinic
NEW JERSEY,Essex Residential Community Home,Essex Residential Community Home
NEW JERSEY,Fresh Start Residential Community Home,Fresh Start Residential Community Home
NEW JERSEY,Green Residential Community Home,Green Residential Community Home
NEW JERSEY,Harborfields Atlantic Youth Center,Harborfields Atlantic Youth Center
NEW JERSEY,Juvenile Medium Security Facility,Juvenile Medium Security Facility
NEW JERSEY,Legacy Treatment Services Children’s Home,Legacy Treatment Services Children’s Home
NEW JERSEY,Legacy Treatment Services Community Residences for Children,Legacy Treatment Services Community Residences for Children
NEW JERSEY,Middlesex County Youth Center,Middlesex County Youth Center
NEW JERSEY,Morris County Juvenile Detention Center,Morris County Juvenile Detention Center
NEW JERSEY,New Jersey Training School,New Jersey Training School
NEW JERSEY,Ocean County Juvenile Detention Center,Ocean County Juvenile Detention Center
NEW JERSEY,"Pinelands Residential Community Home,","Pinelands Residential Community Home,"
NEW JERSEY,Rutgers University Behavioral Health Care CAIS,Rutgers University Behavioral Health Care CAIS
NEW JERSEY,Southern Residential Community Home,Southern Residential Community Home
NEW JERSEY,The Capital Transition,The Capital Transition
NEW JERSEY,The Female Secure Care and Intake Facility,The Female Secure Care and Intake Facility
NEW JERSEY,Vineland Preparatory Academy,Vineland Preparatory Academy
NEW JERSEY,Voorhees Residential Community Home,Voorhees Residential Community Home
NEW JERSEY,Warren Residential Community Home,Warren Residential Community Home
NEW MEXICO,Albuquerque Girls Reintegration Center,Albuquerque Girls Reintegration Center
NEW MEXICO,AMIkids Sandoval,AMIkids Sandoval
NEW MEXICO,Bernalillo Academy,Bernalillo Academy
NEW MEXICO,Eagle Nest Reintegration Center,Eagle Nest Reintegration Center
NEW MEXICO,Albuquerque Boys Reintegration Center,Albuquerque Boys Reintegration Center
NEW MEXICO,Camino Nuevo Youth Center,Camino Nuevo Youth Center
NEW MEXICO,Desert Hills of New Mexico Sub-Acute Unit,Desert Hills of New Mexico Sub-Acute Unit
NEW MEXICO,John Paul Taylor Center,John Paul Taylor Center
NEW MEXICO,Mace-Kingsley Ranch School,Mace-Kingsley Ranch School
NEW MEXICO,New Mexico Behavioral Health Institute CARE Unit,New Mexico Behavioral Health Institute CARE Unit
NEW MEXICO,Rancho Valmora,Rancho Valmora
NEW MEXICO,San Cristobal Ranch Academy,San Cristobal Ranch Academy
NEW MEXICO,San Juan County Juvenile Services,San Juan County Juvenile Services
NEW MEXICO,Sandhill Child Development Center,Sandhill Child Development Center
NEW MEXICO,Sequoyah Adolescent Treatment Center,Sequoyah Adolescent Treatment Center
NEW MEXICO,Tierra Blanca Ranch,Tierra Blanca Ranch
NEW MEXICO,Wilderness Odyssey,Wilderness Odyssey
NEW MEXICO,Youth Diagnostic & Development Center,Youth Diagnostic & Development Center
NEW YORK,Abbott House Mt. Kisco Group Home,Abbott House Mt. Kisco Group Home
NEW YORK,Abbott House Pleasantville Community Residence,Abbott House Pleasantville Community Residence
NEW YORK,Abbott House Old Mamaroneck Rd Group Home,Abbott House Old Mamaroneck Rd Group Home
NEW YORK,Academy at Ivy Ridge,Academy at Ivy Ridge
NEW YORK,Academy of New Horizons,Academy of New Horizons
NEW YORK,Adirondack Leadership Expeditions,Adirondack Leadership Expeditions
NEW YORK,Allynwood Academy,Allynwood Academy
NEW YORK,August Aichhorn Center for Adolescent Care,August Aichhorn Center for Adolescent Care
NEW YORK,Aurora Concept Inc,Aurora Concept Inc
NEW YORK,Aurora House Children and Youth Community Residence,Aurora House Children and Youth Community Residence
NEW YORK,Bonding Links-Enlazos Familiares Community Residence,Bonding Links-Enlazos Familiares Community Residence
NEW YORK,Brentwood Residential Center for Girls,Brentwood Residential Center for Girls
NEW YORK,Brooklyn Teen Challenge,Brooklyn Teen Challenge
NEW YORK,Brookwood Secure Center for Youth,Brookwood Secure Center for Youth
NEW YORK,Brownsville CCR,Brownsville CCR
NEW YORK,Bruner Avenue Community Residence,Bruner Avenue Community Residence
NEW YORK,Camp Huntington,Camp Huntington
NEW YORK,Casa de la Salle,Casa de la Salle
NEW YORK,Catholic Charities - Boys of Courage Children & Youth CR,Catholic Charities - Boys of Courage Children & Youth CR
NEW YORK,Cattaraugus Rehabilitation Center,Cattaraugus Rehabilitation Center
NEW YORK,Charlton School,Charlton School
NEW YORK,Child and Family Services Conners Children's Center RTF,Child and Family Services Conners Children's Center RTF
NEW YORK,Child and Family Services Lee Randall Jones Community Residence,Child and Family Services Lee Randall Jones Community Residence
NEW YORK,Child and Family Services Morey House Group Home,Child and Family Services Morey House Group Home
NEW YORK,Children’s Home of Poughkeepsie Empower Program,Children’s Home of Poughkeepsie Empower Program
NEW YORK,Children’s Village Residential,Children’s Village Residential
NEW YORK,Citizen Advocates Adirondack Youth Lodge,Citizen Advocates Adirondack Youth Lodge
NEW YORK,Crossroads Juvenile Center,Crossroads Juvenile Center
NEW YORK,FCA Lakeview House,FCA Lakeview House
NEW YORK,Finger Lakes Residential Center,Finger Lakes Residential Center
NEW YORK,Freedom Village USA,Freedom Village USA
NEW YORK,Glove House Community Residence,Glove House Community Residence
NEW YORK,Goshen Secure Center,Goshen Secure Center
NEW YORK,Green Chimneys,Green Chimneys
NEW YORK,Hamptonburgh Community Residence for Adolescents,Hamptonburgh Community Residence for Adolescents
NEW YORK,Harriet Tubman Residential Center,Harriet Tubman Residential Center
NEW YORK,Hawthorne Cedar Knolls RTC,Hawthorne Cedar Knolls RTC
NEW YORK,Henry Ittleson Community Residence,Henry Ittleson Community Residence
NEW YORK,Highland Residential Center,Highland Residential Center
NEW YORK,Highland Road Community Residence,Highland Road Community Residence
NEW YORK,Hillside Children’s Center,Hillside Children’s Center
NEW YORK,Hillside Finger Lakes RTF,Hillside Finger Lakes RTF
NEW YORK,Hillside Monroe/Emerson RTF,Hillside Monroe/Emerson RTF
NEW YORK,Hillside Scottsville RTF,Hillside Scottsville RTF
NEW YORK,Horizon Juvenile Center,Horizon Juvenile Center
NEW YORK,House of Good Shepherd RTF,House of Good Shepherd RTF
NEW YORK,Industry Residential Center,Industry Residential Center
NEW YORK,JCCA Pleasantville Cottage School,JCCA Pleasantville Cottage School
NEW YORK,Kaydeross House,Kaydeross House
NEW YORK,Linden House Community Residence,Linden House Community Residence
NEW YORK,Little Flower RTC,Little Flower RTC
NEW YORK,Louis Gossett Jr. Residential Center,Louis Gossett Jr. Residential Center
NEW YORK,MacCormick Secure Center,MacCormick Secure Center
NEW YORK,Merrick House,Merrick House
NEW YORK,Mills Lane Community Residence,Mills Lane Community Residence
NEW YORK,Mountain Lake Academy,Mountain Lake Academy
NEW YORK,Never Alone Treatment,Never Alone Treatment
NEW YORK,New Directions Youth and Family Services Randolph QRTP,New Directions Youth and Family Services Randolph QRTP
NEW YORK,New Directions Youth and Family Services Wyndham Lawn QRTP,New Directions Youth and Family Services Wyndham Lawn QRTP
NEW YORK,Northern Rivers Academy Place,Northern Rivers Academy Place
NEW YORK,Northern Rivers Miriam House,Northern Rivers Miriam House
NEW YORK,Northern Rivers Schenectady Residence,Northern Rivers Schenectady Residence
NEW YORK,Oswald D. Heck Developmental Center,Oswald D. Heck Developmental Center
NEW YORK,Outreach House II,Outreach House II
NEW YORK,OLV,OLV
NEW YORK,Parsons RTF,Parsons RTF
NEW YORK,"Pathways, Inc. Lake Breeze CR","Pathways, Inc. Lake Breeze CR"
NEW YORK,Phoenix House,Phoenix House
NEW YORK,Phoenix House Springfield Gardens Community Residence,Phoenix House Springfield Gardens Community Residence
NEW YORK,Rehabilitation Support Services Elmwood Residence,Rehabilitation Support Services Elmwood Residence
NEW YORK,Rising Ground RTC,Rising Ground RTC
NEW YORK,Rochester Psychiatric Center Smith Road CR,Rochester Psychiatric Center Smith Road CR
NEW YORK,Sagamore Children’s Psychiatric Center,Sagamore Children’s Psychiatric Center
NEW YORK,Samaritan Daytop Village,Samaritan Daytop Village
NEW YORK,SCO Deer Park Community Residence,SCO Deer Park Community Residence
NEW YORK,SCO Madonna Heights RTF,SCO Madonna Heights RTF
NEW YORK,SCO Otillie RTF,SCO Otillie RTF
NEW YORK,SCO Our Place Community Residence,SCO Our Place Community Residence
NEW YORK,"SLS Residential, Inc.","SLS Residential, Inc."
NEW YORK,Snell Farm Children’s Center,Snell Farm Children’s Center
NEW YORK,St. Christopher’s Dobbs Ferry Campus,St. Christopher’s Dobbs Ferry Campus
NEW YORK,St. Christopher’s Jennie Clarkson Campus,St. Christopher’s Jennie Clarkson Campus
NEW YORK,Staten Island Children’s Community Residence,Staten Island Children’s Community Residence
NEW YORK,Stillwater Children’s Center,Stillwater Children’s Center
NEW YORK,Stony Lodge Hospital,Stony Lodge Hospital
NEW YORK,Sua Sponte,Sua Sponte
NEW YORK,Summit Avenue Community Residence,Summit Avenue Community Residence
NEW YORK,Summit School at Nyack,Summit School at Nyack
NEW YORK,Taberg Residential Center for Girls,Taberg Residential Center for Girls
NEW YORK,The Center for Discovery,The Center for Discovery
NEW YORK,The Child Center Brooklyn RTF,The Child Center Brooklyn RTF
NEW YORK,The Children’s Community Residence,The Children’s Community Residence
NEW YORK,The Devereux Red Hook School,The Devereux Red Hook School
NEW YORK,The House of the Good Shepherd RTF,The House of the Good Shepherd RTF
NEW YORK,The Gow School,The Gow School
NEW YORK,Timothy Hill Ranch,Timothy Hill Ranch
NEW YORK,Tryon Residential Center,Tryon Residential Center
NEW YORK,Villa of Hope,Villa of Hope
NEW YORK,Villa of Hope Tuckahoe Road CR,Villa of Hope Tuckahoe Road CR
NEW YORK,Washington Street Community Residence,Washington Street Community Residence
NEW YORK,Wellspring New York,Wellspring New York
NEW YORK,WellLife Network Dix Hills Community Residence,WellLife Network Dix Hills Community Residence
NEW YORK,WellLife Network Manorville CR,WellLife Network Manorville CR
NEW YORK,Westchester Ave. Community Residence,Westchester Ave. Community Residence
NEW YORK,Willowbrook State School,Willowbrook State School
NEW YORK,Zafron Home for Parenting Teens,Zafron Home for Parenting Teens
NORTH CAROLINA,"A Better Path, Inc","A Better Path, Inc"
NORTH CAROLINA,A Better Way Residential Services,A Better Way Residential Services
NORTH CAROLINA,A Caring Heart,A Caring Heart
NORTH CAROLINA,A Mother’s Love,A Mother’s Love
NORTH CAROLINA,A Place of their Own LLC,A Place of their Own LLC
NORTH CAROLINA,A Positive Solution,A Positive Solution
NORTH CAROLINA,"A Special Touch, Inc.","A Special Touch, Inc."
NORTH CAROLINA,"A Sure House, Inc.","A Sure House, Inc."
NORTH CAROLINA,About Face Boot Camp,About Face Boot Camp
NORTH CAROLINA,ACE Program,ACE Program
NORTH CAROLINA,Adolescent Alternatives,Adolescent Alternatives
NORTH CAROLINA,Adrienne’s House,Adrienne’s House
NORTH CAROLINA,"Alamance Academy, LLC","Alamance Academy, LLC"
NORTH CAROLINA,Alexander Youth Network – Dickson Unit,Alexander Youth Network – Dickson Unit
NORTH CAROLINA,Alexander Youth Network – Elm Unit,Alexander Youth Network – Elm Unit
NORTH CAROLINA,Alexander Youth Network – Nisbet Unit,Alexander Youth Network – Nisbet Unit
NORTH CAROLINA,Alexander Youth Network – Oak Unit PTRF,Alexander Youth Network – Oak Unit PTRF
NORTH CAROLINA,All God’s Children of Burlington,All God’s Children of Burlington
NORTH CAROLINA,Alphin Cottage,Alphin Cottage
NORTH CAROLINA,Alston Home,Alston Home
NORTH CAROLINA,Amani Residential,Amani Residential
NORTH CAROLINA,Anderson Health Services - Ashford,Anderson Health Services - Ashford
NORTH CAROLINA,Anderson Health Services - Walfus,Anderson Health Services - Walfus
NORTH CAROLINA,Asheville Academy for Girls,Asheville Academy for Girls
NORTH CAROLINA,Ann’s House,Ann’s House
NORTH CAROLINA,ASAP,ASAP
NORTH CAROLINA,Ashley View Home,Ashley View Home
NORTH CAROLINA,Azalea Way,Azalea Way
NORTH CAROLINA,Barium Springs - Nelson Home,Barium Springs - Nelson Home
NORTH CAROLINA,Barium Springs Home for Children - King Home,Barium Springs Home for Children - King Home
NORTH CAROLINA,Barium Springs Home for Children - Kulynych Cottage,Barium Springs Home for Children - Kulynych Cottage
NORTH CAROLINA,Bellwick Place,Bellwick Place
NORTH CAROLINA,Bisbee Place,Bisbee Place
NORTH CAROLINA,Black Mountain Academy,Black Mountain Academy
NORTH CAROLINA,Black Mountain Home for Children Residential Care,Black Mountain Home for Children Residential Care
NORTH CAROLINA,Blessed New Beginnings,Blessed New Beginnings
NORTH CAROLINA,"Blossom Community Services, Inc.","Blossom Community Services, Inc."
NORTH CAROLINA,Blue Horizons,Blue Horizons
NORTH CAROLINA,Blue Sapphire House,Blue Sapphire House
NORTH CAROLINA,Bobcat Group Home,Bobcat Group Home
NORTH CAROLINA,Bonnie Lane Group Home,Bonnie Lane Group Home
NORTH CAROLINA,Bonnie’s Home for Youth,Bonnie’s Home for Youth
NORTH CAROLINA,Bost Children’s Center,Bost Children’s Center
NORTH CAROLINA,Brannock Home,Brannock Home
NORTH CAROLINA,Brighter Dayz LLC,Brighter Dayz LLC
NORTH CAROLINA,Brite Horizon,Brite Horizon
NORTH CAROLINA,Brynn Marr Hospital,Brynn Marr Hospital
NORTH CAROLINA,Burkwell,Burkwell
NORTH CAROLINA,Cameron Boys Camp,Cameron Boys Camp
NORTH CAROLINA,Camp Duncan,Camp Duncan
NORTH CAROLINA,Camp E-Ma-Henwu,Camp E-Ma-Henwu
NORTH CAROLINA,Camp E-Mun-Talee,Camp E-Mun-Talee
NORTH CAROLINA,Camp E-Tik-Etu,Camp E-Tik-Etu
NORTH CAROLINA,Camp E-Toh-Kalu,Camp E-Toh-Kalu
NORTH CAROLINA,Canyon Hills Treatment Facility,Canyon Hills Treatment Facility
NORTH CAROLINA,Carolina Dunes PTRF,Carolina Dunes PTRF
NORTH CAROLINA,Cape Fear Teen Challenge,Cape Fear Teen Challenge
NORTH CAROLINA,Carolina Dunes Behavioral Health,Carolina Dunes Behavioral Health
NORTH CAROLINA,Catabwa River Group Home,Catabwa River Group Home
NORTH CAROLINA,Chances Group Home,Chances Group Home
NORTH CAROLINA,Chaparral Youth Services LLC,Chaparral Youth Services LLC
NORTH CAROLINA,Charlotte Counseling and Consulting RTC,Charlotte Counseling and Consulting RTC
NORTH CAROLINA,Cherrywood Court,Cherrywood Court
NORTH CAROLINA,Children Under Construction Treatment Center,Children Under Construction Treatment Center
NORTH CAROLINA,Christ Church Cottage Thompson Child & Family Center,Christ Church Cottage Thompson Child & Family Center
NORTH CAROLINA,Christopher Road,Christopher Road
NORTH CAROLINA,Church Street,Church Street
NORTH CAROLINA,Clear Sky Group Home,Clear Sky Group Home
NORTH CAROLINA,Cognitive Contacts,Cognitive Contacts
NORTH CAROLINA,Cole Home,Cole Home
NORTH CAROLINA,Community Outreach Youth Services,Community Outreach Youth Services
NORTH CAROLINA,Community Treatment Alternatives I,Community Treatment Alternatives I
NORTH CAROLINA,Community Treatment Alternatives II,Community Treatment Alternatives II
NORTH CAROLINA,Cornerstone Treatment Facility,Cornerstone Treatment Facility
NORTH CAROLINA,"Cosby Counseling & Consulting, PLLC","Cosby Counseling & Consulting, PLLC"
NORTH CAROLINA,"Creative Helping Hands, LLC","Creative Helping Hands, LLC"
NORTH CAROLINA,Cultivating Minds,Cultivating Minds
NORTH CAROLINA,Cummings Cottage,Cummings Cottage
NORTH CAROLINA,Cynthia’s Place,Cynthia’s Place
NORTH CAROLINA,"Dalton’s Dugout - Lifespan, Inc.","Dalton’s Dugout - Lifespan, Inc."
NORTH CAROLINA,Davis Avenue Group Home,Davis Avenue Group Home
NORTH CAROLINA,Directcare Group Home,Directcare Group Home
NORTH CAROLINA,Directcare Group Home #2,Directcare Group Home #2
NORTH CAROLINA,Divine Guidance Integrative Services,Divine Guidance Integrative Services
NORTH CAROLINA,Dorothy’s Place,Dorothy’s Place
NORTH CAROLINA,Echelon 1,Echelon 1
NORTH CAROLINA,Echelon 3,Echelon 3
NORTH CAROLINA,Echelon 4,Echelon 4
NORTH CAROLINA,Echelon 5,Echelon 5
NORTH CAROLINA,Eckerd Connects Boys Residential Academy at Boomer,Eckerd Connects Boys Residential Academy at Boomer
NORTH CAROLINA,Eckerd Connects Boys Residential Academy at Candor,Eckerd Connects Boys Residential Academy at Candor
NORTH CAROLINA,Eckerd Connects Boys Residential Academy at Yanceyville,Eckerd Connects Boys Residential Academy at Yanceyville
NORTH CAROLINA,Eckerd Connects Girls Residential Academy at Kerr Lake,Eckerd Connects Girls Residential Academy at Kerr Lake
NORTH CAROLINA,"Elevated Family Services, LLC","Elevated Family Services, LLC"
NORTH CAROLINA,Eliada Treatment Center,Eliada Treatment Center
NORTH CAROLINA,Envisions of Life Gatwick House,Envisions of Life Gatwick House
NORTH CAROLINA,Equinox RTC,Equinox RTC
NORTH CAROLINA,Extra Special Care,Extra Special Care
NORTH CAROLINA,Fairstone Home,Fairstone Home
NORTH CAROLINA,Faith House,Faith House
NORTH CAROLINA,Falcon Crest Residential Care 2,Falcon Crest Residential Care 2
NORTH CAROLINA,Falcon Crest Residential Care 3,Falcon Crest Residential Care 3
NORTH CAROLINA,Family Advantage LLC,Family Advantage LLC
NORTH CAROLINA,Farmer Christian Academy,Farmer Christian Academy
NORTH CAROLINA,Fisher House,Fisher House
NORTH CAROLINA,Foothills at Red Oak Recovery,Foothills at Red Oak Recovery
NORTH CAROLINA,Fort Henry,Fort Henry
NORTH CAROLINA,"Foundation Strong, LLC","Foundation Strong, LLC"
NORTH CAROLINA,Fresh New Start,Fresh New Start
NORTH CAROLINA,Fresh Start - Boundary House,Fresh Start - Boundary House
NORTH CAROLINA,Fresh Start for Children,Fresh Start for Children
NORTH CAROLINA,Glen Willow Academy,Glen Willow Academy
NORTH CAROLINA,Glenside Home,Glenside Home
NORTH CAROLINA,Grace House,Grace House
NORTH CAROLINA,Grandfather Home for Children - Campbell,Grandfather Home for Children - Campbell
NORTH DAKOTA,Harmony House,Harmony House
NORTH CAROLINA,Harmony Teen Challenge,Harmony Teen Challenge
NORTH CAROLINA,Harris Home,Harris Home
NORTH CAROLINA,Healthy Choices,Healthy Choices
NORTH CAROLINA,Heartfelt Homes of the Carolinas,Heartfelt Homes of the Carolinas
NORTH CAROLINA,Helms House,Helms House
NORTH CAROLINA,Helmsdale Group Home,Helmsdale Group Home
NORTH CAROLINA,Helping Hands #1,Helping Hands #1
NORTH CAROLINA,Highland Mist Home,Highland Mist Home
NORTH CAROLINA,Hope Gardens Treatment Center,Hope Gardens Treatment Center
NORTH CAROLINA,Hope Street Group Home,Hope Street Group Home
NORTH CAROLINA,Horizons Kids,Horizons Kids
NORTH CAROLINA,Hummingbird Home,Hummingbird Home
NORTH CAROLINA,Idlewild Home,Idlewild Home
NORTH CAROLINA,Independent Living at Ransom Rd,Independent Living at Ransom Rd
NORTH CAROLINA,Inspirationz,Inspirationz
NORTH CAROLINA,Inspirationz Level II,Inspirationz Level II
NORTH CAROLINA,"Inspirationz, LLC Cuatro","Inspirationz, LLC Cuatro"
