state,unique_name,facility_name
NORTH CAROLINA,"Intervention Concepts, Inc.","Intervention Concepts, Inc."
NORTH CAROLINA,Inward Bound,Inward Bound
NORTH CAROLINA,J. Iverson Riddle Developmental Center,J. Iverson Riddle Developmental Center
NORTH CAROLINA,Jackson Springs Treatment Center,Jackson Springs Treatment Center
NORTH CAROLINA,Johnson Center I,Johnson Center I
NORTH CAROLINA,Johnson Center II,Johnson Center II
NORTH CAROLINA,Johnson Enrichment Services,Johnson Enrichment Services
NORTH CAROLINA,Johnson’s House of Hope Family Care Home,Johnson’s House of Hope Family Care Home
NORTH CAROLINA,Judy Hilliard Home,Judy Hilliard Home
NORTH CAROLINA,Just In Time Youth Services,Just In Time Youth Services
NORTH CAROLINA,Just In Time Youth Services II,Just In Time Youth Services II
NORTH CAROLINA,Kaleo Autumn Winds,Kaleo Autumn Winds
NORTH CAROLINA,Kandakai Home,Kandakai Home
NORTH CAROLINA,Karita Freeman Home,Karita Freeman Home
NORTH CAROLINA,Kaye Webb Home,Kaye Webb Home
NORTH CAROLINA,Kelden Walker Home,Kelden Walker Home
NORTH CAROLINA,Kenan Cottage Thompson Child & Family Focus,Kenan Cottage Thompson Child & Family Focus
NORTH CAROLINA,Keswick Manor - Keep Hope Alive Human Services,Keswick Manor - Keep Hope Alive Human Services
NORTH CAROLINA,Keys of Carolina,Keys of Carolina
NORTH CAROLINA,King Family Ministries,King Family Ministries
NORTH CAROLINA,King George Group Home,King George Group Home
NORTH CAROLINA,Lake House Academy,Lake House Academy
NORTH CAROLINA,Laurelwood Group Home,Laurelwood Group Home
NORTH CAROLINA,Life Cycles Residential Facility,Life Cycles Residential Facility
NORTH CAROLINA,Life Cycles Residential Facility Level III,Life Cycles Residential Facility Level III
NORTH CAROLINA,Lions Cottage,Lions Cottage
NORTH CAROLINA,Lochwood II,Lochwood II
NORTH CAROLINA,Lockwood Place,Lockwood Place
NORTH CAROLINA,Loretta’s Place,Loretta’s Place
NORTH CAROLINA,Loving Hearts Home,Loving Hearts Home
NORTH CAROLINA,Luca’s Hope III,Luca’s Hope III
NORTH CAROLINA,Lucille House,Lucille House
NORTH CAROLINA,"Lydia’s Home, LLC Phase I","Lydia’s Home, LLC Phase I"
NORTH CAROLINA,"Lydia’s Home, LLC Phase 2","Lydia’s Home, LLC Phase 2"
NORTH CAROLINA,Lynn Road,Lynn Road
NORTH CAROLINA,Magnolia Mill School,Magnolia Mill School
NORTH CAROLINA,Magnolia Group Home,Magnolia Group Home
NORTH CAROLINA,"Majestic Solutions, LLC","Majestic Solutions, LLC"
NORTH CAROLINA,Manning Home,Manning Home
NORTH CAROLINA,Maplewood Facility,Maplewood Facility
NORTH CAROLINA,Marie G. Smith Group Home,Marie G. Smith Group Home
NORTH CAROLINA,Melmark Carolinas RTF,Melmark Carolinas RTF
NORTH CAROLINA,Merancas Cottage,Merancas Cottage
NORTH CAROLINA,Miracle Haven of Wagram,Miracle Haven of Wagram
NORTH CAROLINA,Miracle House 1,Miracle House 1
NORTH CAROLINA,Miracle Houses - Monteith,Miracle Houses - Monteith
NORTH CAROLINA,Miracle Houses - Swearingan,Miracle Houses - Swearingan
NORTH CAROLINA,Miracle Houses - Twin Avenue,Miracle Houses - Twin Avenue
NORTH CAROLINA,Miracle Houses Valley Brook I,Miracle Houses Valley Brook I
NORTH CAROLINA,Miracle Houses Valley Brook II,Miracle Houses Valley Brook II
NORTH CAROLINA,Miracle Houses Winchester I,Miracle Houses Winchester I
NORTH CAROLINA,Miracle Houses Winchester II,Miracle Houses Winchester II
NORTH CAROLINA,Miss Daisy’s Gentlemen of the Future,Miss Daisy’s Gentlemen of the Future
NORTH CAROLINA,Montford House,Montford House
NORTH CAROLINA,Mr. Bill’s Place,Mr. Bill’s Place
NORTH CAROLINA,My Brother’s House,My Brother’s House
NORTH CAROLINA,N U Generation,N U Generation
NORTH CAROLINA,New Beginnings Health Care,New Beginnings Health Care
NORTH CAROLINA,New Bridge,New Bridge
NORTH CAROLINA,New Foundation,New Foundation
NORTH CAROLINA,New Grace,New Grace
NORTH CAROLINA,New Hope Home III,New Hope Home III
NORTH CAROLINA,New Hope Home IV,New Hope Home IV
NORTH CAROLINA,New Leaf Academy of North Carolina,New Leaf Academy of North Carolina
NORTH CAROLINA,New Place,New Place
NORTH CAROLINA,"New Possibilities Home for Children, LLC","New Possibilities Home for Children, LLC"
NORTH CAROLINA,New Vision Home,New Vision Home
NORTH CAROLINA,Newport Academy – Charlotte,Newport Academy – Charlotte
NORTH CAROLINA,North Carolina Boys Academy,North Carolina Boys Academy
NORTH CAROLINA,North McDowell Group Home,North McDowell Group Home
NORTH CAROLINA,Nowlin Home,Nowlin Home
NORTH CAROLINA,Oak House,Oak House
NORTH CAROLINA,Oakmont Home,Oakmont Home
NORTH CAROLINA,Oakwood Facility,Oakwood Facility
NORTH CAROLINA,Old Greenlee Group Home,Old Greenlee Group Home
NORTH CAROLINA,Old Linville Group Home,Old Linville Group Home
NORTH CAROLINA,Our Home - Aunt Zola’s,Our Home - Aunt Zola’s
NORTH CAROLINA,Paradigm for Kids,Paradigm for Kids
NORTH CAROLINA,Paradigm BC II for Kids,Paradigm BC II for Kids
NORTH CAROLINA,Peace Cottage,Peace Cottage
NORTH CAROLINA,Peace in the CIty,Peace in the CIty
NORTH CAROLINA,Peace in the City House of Hope,Peace in the City House of Hope
NORTH CAROLINA,Peace in the City House of Love,Peace in the City House of Love
NORTH CAROLINA,"Pearl’s Angel Care, Inc.","Pearl’s Angel Care, Inc."
NORTH CAROLINA,Phoenix Outdoor,Phoenix Outdoor
NORTH CAROLINA,Pine Forest II,Pine Forest II
NORTH CAROLINA,Pinewood Facility,Pinewood Facility
NORTH CAROLINA,PORT Health Services - Greenville Residential,PORT Health Services - Greenville Residential
NORTH CAROLINA,PORT Health Services - Aberdeen,PORT Health Services - Aberdeen
NORTH CAROLINA,"Precious Haven, Inc.","Precious Haven, Inc."
NORTH CAROLINA,Precious Haven #2,Precious Haven #2
NORTH CAROLINA,Precious Haven #3 Comet,Precious Haven #3 Comet
NORTH CAROLINA,"Quality Care III, LLC","Quality Care III, LLC"
NORTH CAROLINA,Quality-Care Behavioral Health Services,Quality-Care Behavioral Health Services
NORTH CAROLINA,Quest #1332,Quest #1332
NORTH CAROLINA,Realistic Change by Choice Valleybrook,Realistic Change by Choice Valleybrook
NORTH CAROLINA,Renewing Grace Residential Home,Renewing Grace Residential Home
NORTH CAROLINA,Residential Adolescent Community Services,Residential Adolescent Community Services
NORTH CAROLINA,Reuter Cottage,Reuter Cottage
NORTH CAROLINA,"Revive Housing, LLC","Revive Housing, LLC"
NORTH CAROLINA,Reynolds Cottage,Reynolds Cottage
NORTH CAROLINA,Rising Phoenix Inc.,Rising Phoenix Inc.
NORTH CAROLINA,Riverbend Residential Services #1,Riverbend Residential Services #1
NORTH CAROLINA,Riverbend Residential Services #2,Riverbend Residential Services #2
NORTH CAROLINA,Romas Home,Romas Home
NORTH CAROLINA,"Ropes, Inc","Ropes, Inc"
NORTH CAROLINA,Rorie’s Safe Haven,Rorie’s Safe Haven
NORTH CAROLINA,Royal Child,Royal Child
NORTH CAROLINA,S & S Residential Services,S & S Residential Services
NORTH CAROLINA,Sandra’s House,Sandra’s House
NORTH CAROLINA,Savin Grace II,Savin Grace II
NORTH CAROLINA,Sequel TSI of North Carolina,Sequel TSI of North Carolina
NORTH CAROLINA,Serenity House,Serenity House
NORTH CAROLINA,Shadowridge Retreat,Shadowridge Retreat
NORTH CAROLINA,Sherrod Alternative,Sherrod Alternative
NORTH CAROLINA,Shining Light School for Boys,Shining Light School for Boys
NORTH CAROLINA,Sierra’s Residential Inc,Sierra’s Residential Inc
NORTH CAROLINA,Sierra’s Residential Services Group Home II,Sierra’s Residential Services Group Home II
NORTH CAROLINA,Sierra’s Residential Services Group Home III,Sierra’s Residential Services Group Home III
NORTH CAROLINA,Smith Cottage,Smith Cottage
NORTH CAROLINA,Smythe Home,Smythe Home
NORTH CAROLINA,SOAR,SOAR
NORTH CAROLINA,Solomon Palace,Solomon Palace
NORTH CAROLINA,Spruce Cottage,Spruce Cottage
NORTH CAROLINA,Stickney House,Stickney House
NORTH CAROLINA,Stockton Home,Stockton Home
NORTH CAROLINA,Stone Mountain School,Stone Mountain School
NORTH CAROLINA,Strategic Behavioral Center - Charlotte,Strategic Behavioral Center - Charlotte
NORTH CAROLINA,Strategic Behavioral Center - Garner,Strategic Behavioral Center - Garner
NORTH CAROLINA,"Successful Transitions, LLC Residential Home Level III","Successful Transitions, LLC Residential Home Level III"
NORTH CAROLINA,"Successful Visions, LLC","Successful Visions, LLC"
NORTH CAROLINA,Summerhill,Summerhill
NORTH CAROLINA,Sunlight Behavior Center,Sunlight Behavior Center
NORTH CAROLINA,SUWS of the Carolinas,SUWS of the Carolinas
NORTH CAROLINA,Talisman Camps,Talisman Camps
NORTH CAROLINA,Tapestry Adolescent Residential Program,Tapestry Adolescent Residential Program
NORTH CAROLINA,Taylor Made Home,Taylor Made Home
NORTH CAROLINA,Terry’s Safe Haven,Terry’s Safe Haven
NORTH CAROLINA,TGH Phase 2 Residential Services,TGH Phase 2 Residential Services
NORTH CAROLINA,TGH Residential Services,TGH Residential Services
NORTH CAROLINA,The Bruson Group / New Beginnings Health Care,The Bruson Group / New Beginnings Health Care
NORTH CAROLINA,The Dove House,The Dove House
NORTH CAROLINA,The Goodale School and Recovery Community,The Goodale School and Recovery Community
NORTH CAROLINA,The Lighthouse,The Lighthouse
NORTH CAROLINA,The Lighthouse II of Clayton,The Lighthouse II of Clayton
NORTH CAROLINA,The Norland House,The Norland House
NORTH CAROLINA,The Palace of Restoration,The Palace of Restoration
NORTH CAROLINA,The Threatt’s Home,The Threatt’s Home
NORTH CAROLINA,THS #1,THS #1
NORTH CAROLINA,Three Points Center,Three Points Center
NORTH CAROLINA,Timber Ridge Treatment Center,Timber Ridge Treatment Center
NORTH CAROLINA,TLC W,TLC W
NORTH CAROLINA,TMR Residential,TMR Residential
NORTH CAROLINA,Tournament Street,Tournament Street
NORTH CAROLINA,Trails Carolina,Trails Carolina
NORTH CAROLINA,Trinity House,Trinity House
NORTH CAROLINA,Truly Blessed Residential LLC,Truly Blessed Residential LLC
NORTH CAROLINA,Turn Around,Turn Around
NORTH CAROLINA,United Family Network at Willow Springs,United Family Network at Willow Springs
NORTH CAROLINA,United Family Network at Fuquay-Varina,United Family Network at Fuquay-Varina
NORTH CAROLINA,United Family Network at Ridge Road,United Family Network at Ridge Road
NORTH CAROLINA,Unity Healing Center,Unity Healing Center
NORTH CAROLINA,"Veritas Collaborative, LLC","Veritas Collaborative, LLC"
NORTH CAROLINA,Violet Hameed-Nelson Home,Violet Hameed-Nelson Home
NORTH CAROLINA,"Virtue, Inc. Meantime Home IV","Virtue, Inc. Meantime Home IV"
NORTH CAROLINA,Voca-Oakhaven Drive Group Home,Voca-Oakhaven Drive Group Home
NORTH CAROLINA,Water Mill Home,Water Mill Home
NORTH CAROLINA,Webster Group Home,Webster Group Home
NORTH CAROLINA,WeCare Residential Facility,WeCare Residential Facility
NORTH CAROLINA,WeCare Residential Facility #2,WeCare Residential Facility #2
NORTH CAROLINA,Wellspring Adventure Camp North Carolina,Wellspring Adventure Camp North Carolina
NORTH CAROLINA,Wellspring Academy of the Carolinas,Wellspring Academy of the Carolinas
NORTH CAROLINA,Whalen House,Whalen House
NORTH CAROLINA,Will Woods Home,Will Woods Home
NORTH CAROLINA,Williamson Cottage - Thompson Child and Family Focus,Williamson Cottage - Thompson Child and Family Focus
NORTH CAROLINA,Willow Manor,Willow Manor
NORTH CAROLINA,Wilson’s Constant Care,Wilson’s Constant Care
NORTH CAROLINA,Wolf Creek Academy,Wolf Creek Academy
NORTH CAROLINA,Young Expressions,Young Expressions
NORTH CAROLINA,"Youth Builders, LLC","Youth Builders, LLC"
NORTH CAROLINA,Youth Unlimited Hayworth Home,Youth Unlimited Hayworth Home
NORTH CAROLINA,Youth Unlimited Slane Home,Youth Unlimited Slane Home
NORTH DAKOTA,Nexus-PATH Luther Hall,Nexus-PATH Luther Hall
NORTH DAKOTA,North Dakota Youth Correctional Center,North Dakota Youth Correctional Center
NORTH DAKOTA,Prairie Learning Center,Prairie Learning Center
NORTH DAKOTA,Pride Manchester Hope Home,Pride Manchester Hope Home
NORTH DAKOTA,Pride Manchester House,Pride Manchester House
NORTH DAKOTA,Ruth Meiers Adolescent Center,Ruth Meiers Adolescent Center
NORTH DAKOTA,Serenity Christian Homes,Serenity Christian Homes
OHIO,Applewood Centers Residential Treatment Program,Applewood Centers Residential Treatment Program
OHIO,Bellefaire JCB ITU,Bellefaire JCB ITU
OHIO,Bellefaire JCB Transitional Living Program,Bellefaire JCB Transitional Living Program
OHIO,Bellefaire JCB - Monarch Boarding Academy,Bellefaire JCB - Monarch Boarding Academy
OHIO,Belmont Pines RTC Program,Belmont Pines RTC Program
OHIO,Buckeye Youth Center,Buckeye Youth Center
OHIO,Central Ohio Boys Residential Academy,Central Ohio Boys Residential Academy
OHIO,Christian Children’s Home of Ohio,Christian Children’s Home of Ohio
OHIO,Circleville JCF,Circleville JCF
OHIO,Compassion Care Group,Compassion Care Group
OHIO,"Cornell Abraxas Group, Inc.","Cornell Abraxas Group, Inc."
OHIO,Cuyahoga Hills JCF,Cuyahoga Hills JCF
OHIO,Eagle’s Nest Ranch & Academy,Eagle’s Nest Ranch & Academy
OHIO,F.I.R.S.T. School,F.I.R.S.T. School
OHIO,Foundations for Living,Foundations for Living
OHIO,Fox Run Center for Children and Adolescents,Fox Run Center for Children and Adolescents
OHIO,Freedom Youth Program,Freedom Youth Program
OHIO,Gateway to Success,Gateway to Success
OHIO,Grand River Academy,Grand River Academy
OHIO,Hannah Neil Center for Children,Hannah Neil Center for Children
OHIO,Harbor House Maternity Home,Harbor House Maternity Home
OHIO,Hillcrest Academy,Hillcrest Academy
OHIO,Indian River JCF,Indian River JCF
OHIO,Jaystarr Homes 2inc.,Jaystarr Homes 2inc.
OHIO,Kidscope,Kidscope
OHIO,LHS Maumee Youth Center,LHS Maumee Youth Center
OHIO,Life's Right Direction,Life's Right Direction
OHIO,Lincoln Behavioral Health Care Residential Facility,Lincoln Behavioral Health Care Residential Facility
OHIO,Lutheran Metropolitan Ministry,Lutheran Metropolitan Ministry
OHIO,Marion JCF,Marion JCF
OHIO,Michael’s Resource & Treatment Center,Michael’s Resource & Treatment Center
OHIO,Mohican Young Star Academy,Mohican Young Star Academy
OHIO,Mohican Youth Camp,Mohican Youth Camp
OHIO,Necco Center,Necco Center
OHIO,New Beginnings RTC,New Beginnings RTC
OHIO,Northcutt RTC,Northcutt RTC
OHIO,Oesterlen Residential Intensive Treatment,Oesterlen Residential Intensive Treatment
OHIO,Ohio GuideStone,Ohio GuideStone
OHIO,Ohio River Valley JCF,Ohio River Valley JCF
OHIO,Ohio Wilderness Boys Camp,Ohio Wilderness Boys Camp
OHIO,One Way Farm,One Way Farm
OHIO,Parmadale RTC,Parmadale RTC
OHIO,Raven House,Raven House
OHIO,Riverview JCF,Riverview JCF
OHIO,Rosemont Center,Rosemont Center
OHIO,Scioto JCF,Scioto JCF
OHIO,Sequel Pomegranate Health Systems,Sequel Pomegranate Health Systems
OHIO,The Buckeye Ranch PRTF,The Buckeye Ranch PRTF
OHIO,The Buckeye Ranch QTRP,The Buckeye Ranch QTRP
OHIO,Training Institute of Central Ohio,Training Institute of Central Ohio
OHIO,Willow Valley Boarding Academy and Camp,Willow Valley Boarding Academy and Camp
OHIO,Wilson Children’s Home,Wilson Children’s Home
OHIO,Young Men and Women for Change/Change Academy,Young Men and Women for Change/Change Academy
OKLAHOMA,Brush Creek Academy,Brush Creek Academy
OKLAHOMA,Calvary Boys Ranch,Calvary Boys Ranch
TEXAS,Excel Academy,Excel Academy
OKLAHOMA,Four Winds Ranch Recovery Center for Adolescent Females,Four Winds Ranch Recovery Center for Adolescent Females
OKLAHOMA,High Pointe,High Pointe
OKLAHOMA,New Lifehouse Academy,New Lifehouse Academy
OKLAHOMA,Realation Group Home,Realation Group Home
OKLAHOMA,Rose Rock Academy,Rose Rock Academy
OKLAHOMA,Shadow Mountain Behavioral Health System,Shadow Mountain Behavioral Health System
OREGON,A Village for One – Anisa’s Place,A Village for One – Anisa’s Place
OREGON,Adapt Deer Creek Adolescent Treatment Center,Adapt Deer Creek Adolescent Treatment Center
OREGON,"Affect Youth Services, Inc.","Affect Youth Services, Inc."
OREGON,Albertina Kerr Subacute,Albertina Kerr Subacute
OREGON,Barriers 2 Bridges at Jackson County Juvenile Detention,Barriers 2 Bridges at Jackson County Juvenile Detention
OREGON,Bob Belloni Ranch,Bob Belloni Ranch
OREGON,Camp Florence Youth Transitional Facility,Camp Florence Youth Transitional Facility
OREGON,Camp Riverbend Youth Transitional Facility,Camp Riverbend Youth Transitional Facility
OREGON,Camp Tillamook Youth Transitional Facility,Camp Tillamook Youth Transitional Facility
OREGON,Cascade Boys Ranch of Southern Oregon,Cascade Boys Ranch of Southern Oregon
OREGON,Catherine Freer Wilderness Program,Catherine Freer Wilderness Program
OREGON,Children’s Farm Home,Children’s Farm Home
OREGON,Christie School,Christie School
OREGON,Clackamas County Juvenile,Clackamas County Juvenile
OREGON,Connections365 Residential Programs,Connections365 Residential Programs
OREGON,Cordero Residential Treatment,Cordero Residential Treatment
OREGON,Crater Lake School,Crater Lake School
OREGON,Delphian School,Delphian School
OREGON,Dennis Maloney Juvenile Community Justice Center,Dennis Maloney Juvenile Community Justice Center
OREGON,Deschutes Wilderness Therapy,Deschutes Wilderness Therapy
OREGON,Donald E. Long Juvenile Detention Center,Donald E. Long Juvenile Detention Center
OREGON,Douglas County Juvenile Detention & Shelter Care Facility,Douglas County Juvenile Detention & Shelter Care Facility
OREGON,Eastern Oregon Academy,Eastern Oregon Academy
OREGON,Eastern Oregon Youth Correctional Facility,Eastern Oregon Youth Correctional Facility
OREGON,Evoke Cascades,Evoke Cascades
OREGON,Family Solutions - Cascade House,Family Solutions - Cascade House
OREGON,Family Solutions - Willow House,Family Solutions - Willow House
OREGON,Haag Home for Boys,Haag Home for Boys
OREGON,Hillcrest Youth Correctional Facility,Hillcrest Youth Correctional Facility
OREGON,Homestead Youth and Family Services Residential Program,Homestead Youth and Family Services Residential Program
OREGON,Inn Home for Boys,Inn Home for Boys
OREGON,J. Bar J. - Boys Ranch,J. Bar J. - Boys Ranch
OREGON,J. Bar J. - Grandma’s House,J. Bar J. - Grandma’s House
OREGON,J. Bar J. - J5,J. Bar J. - J5
OREGON,Jackie Winters Transition Program,Jackie Winters Transition Program
OREGON,Janus Youth Programs - Atlas,Janus Youth Programs - Atlas
